scenario,n_iter,defaults_pre_mean,defaults_post_mean,any_defaults_share,defaulted_premium_base_pct_mean,largest_entity_deficit_mean,group_shortfall_total_mean,groups_with_shortfall_mean,groups_fully_funded_share_mean,wind_total_mean,water_total_mean,total_damage_mean,figa_residual_mean,figa_collected_mean,citizens_residual_mean,citizens_tier1_mean,citizens_tier2_mean,citizens_tier1_capacity_mean,citizens_tier2_capacity_mean,citizens_collected_mean,nfip_borrowed_mean,nfip_claims_paid_mean,nfip_pool_used_mean,nfip_fl_premium_base_usd,p_fhcf_cap_binds,fhcf_shortfall_mean,fhcf_recovery_private_mean,fhcf_recovery_citizens_mean,catbond_payout_mean,catbond_triggers_mean,wind_insured_private_mean,wind_insured_citizens_mean,wind_underinsured_mean,wind_uninsured_mean,flood_insured_capped_mean,flood_un_derinsured_mean
lake_okeechobee,100,20.95,13.77,0.98,30.63377447494915,1114520086.5495048,6959254.617387875,0.52,0.9901886792452831,50220498047.28826,106661627736.52615,156882125783.81442,3538277332.6069922,327743487.5119495,1723207289.6616328,535097669.5097098,345530909.3868498,539937478.65,359958319.1,880628578.8965596,13112591434.338633,16553591434.338633,3441000000.0,1395853723.0,0.0,0.0,327493137.3742456,2762215.463067782,1922393617.2033987,12.38,17253420506.490456,2757101568.8692446,9283368224.845016,20926607747.083546,16553591434.338633,90108036302.18752
