pathway,time_category,metric,n_models,delta_median,delta_mean,delta_std,delta_p10,delta_p90,delta_min,delta_max
ssp245,mid,wind_total_usd,5,38516796636.05066,30824304694.117958,21014140677.62775,7643172605.583113,49291627538.53756,3641835139.699415,49822711911.82567
ssp245,mid,wind_underinsured_pct,5,4.405593427670244,4.543479353566812,2.9224821404902785,1.6319847665275407,7.515635963038704,1.5249249763343249,7.589571991169268
ssp245,mid,wind_underinsured_usd,5,6890905794.564576,5523475287.259779,3788529626.528893,1344901992.7925513,8853413647.669212,606262901.9920871,8932374016.848093
ssp245,mid,wind_uninsured_pct,5,10.663034415451342,10.691042743392888,6.851897084564479,3.796100193388154,17.592217978193865,3.5767835349254717,17.780448719958432
ssp245,mid,wind_uninsured_usd,5,16251902827.881422,12981008713.116934,8876716498.276093,3185072760.197375,20776554943.16237,1478915333.5830574,21022941707.809162
ssp245,mid,year_id,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ssp245,near,catbond_issue_volume_year_usd,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ssp245,near,catbond_limit_in_force_usd,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ssp245,near,catbond_payout_usd,5,634562365.2401862,502782851.64181966,352420554.8487279,125307261.07310909,824863305.7589376,109050727.84675875,883098320.3756509
ssp245,near,catbond_triggers,5,4.307734771700953,3.307527476648609,2.2799556740944356,0.8632418500862156,5.34333971683904,0.773203083477026,5.799899528065066
ssp245,near,catbond_unfilled_usd,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ssp245,near,citizens_residual_deficit_usd,5,1079494919.632816,1095897419.9221802,953190184.1387568,142119225.64679348,2069140839.1786819,112642940.83998173,2143673023.3312273
ssp245,near,citizens_tier1_capacity_usd,5,0.0,2.384185791015625e-08,5.3312014997000454e-08,0.0,7.152557373046876e-08,0.0,1.1920928955078125e-07
ssp245,near,citizens_tier1_usd,5,132113053.16767053,108431382.84095383,78582091.71652898,24412730.705053646,181588410.28280023,20118910.013986424,189799072.85108593
ssp245,near,citizens_tier2_capacity_usd,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ssp245,near,citizens_tier2_usd,5,64656913.0858471,55580731.32436596,42959075.20318417,10284292.291118206,96762770.28927043,8065307.536619116,100676518.29335867
ssp245,near,defaulted_premium_base_pct,5,6.333282652165222,5.628146956432756,4.315240788131563,1.0930441411383458,9.817189735253237,0.7582366928389339,10.178028429121865
ssp245,near,defaults_post,5,3.1061,2.82048,2.2148750341723566,0.50948,4.98116,0.36260000000000003,5.098
ssp245,near,defaults_pre,5,4.9754331660812845,4.505702295678217,3.5453224817746594,0.8042992737600162,7.953887713625866,0.5776321229333603,8.107146189376444
ssp245,near,diag_group_shortfall_total_usd,5,11165594.379185507,13378879.716069145,12640074.757470388,1481674.7549632166,26907701.48249273,1403618.4207944465,29085654.36416485
ssp245,near,diag_groups_fully_funded_share,5,-0.0021052296244401525,-0.002013199440000402,0.0016737981662476981,-0.0036718189861449702,-0.0003016226912676556,-0.003712151140430331,-0.00023352209550908665
ssp245,near,diag_groups_with_shortfall,5,0.11157717009533366,0.10669957032002461,0.08871130281113092,0.015986002637184298,0.19460640626568934,0.012376671061973831,0.19674401044281556
ssp245,near,fhcf_recovery_citizens_usd,5,207779255.71698585,194094826.51066995,162223251.2188406,25828353.97330274,353442875.12691295,12744368.850467086,358222022.9778837
ssp245,near,fhcf_recovery_private_usd,5,1192080357.325949,1087089571.5856378,889565033.9068216,160666059.33515444,1950280893.0210876,104637889.84689498,1963361870.7298348
ssp245,near,fhcf_scaling_factor,5,-0.018612375607350518,-0.017774177114445865,0.015293089478328479,-0.033218581387882806,-0.0022447456714320465,-0.03506889935856783,-0.0017307160082488116
ssp245,near,fhcf_shortfall_usd,5,682110650.109985,663639935.7495391,579596724.4119754,79512366.95549543,1254777853.7191355,57932481.79023498,1341340564.3074985
ssp245,near,fhcf_total_postcap_usd,5,1399859613.042935,1281184398.0963075,1051642695.4108061,186494413.30845726,2301334194.222515,117382258.69736224,2309636024.0802913
ssp245,near,fhcf_total_precap_usd,5,2081970263.1529205,1944824333.845847,1627117751.0095322,266006780.26395273,3551961133.0127625,175314740.48759723,3630222013.7433496
ssp245,near,figa_collected_usd,5,65017570.92396087,56577828.91398275,42375753.754984096,11705582.755913934,97349132.91992901,7858352.015491769,101672079.0718173
ssp245,near,figa_residual_deficit_usd,5,2111679392.407424,2101961204.494742,1811198311.428507,284736460.03018576,3950460519.121477,235932779.49047136,4143798856.13527
ssp245,near,flood_insured_capped_pct,5,0.7076092170942565,0.6746742179510742,0.49306871422867826,0.17484105803665223,1.1736076435437512,0.15923615571089367,1.2514836068688968
ssp245,near,flood_insured_capped_usd,5,885080991.0388035,876061866.1424649,738954760.2739733,125656321.38067788,1623488661.8899899,77762869.11099723,1677505367.8952994
ssp245,near,flood_un_derinsured_pct,5,3.5408645476272964,3.657277932214184,2.491172459748927,1.2087653969105616,6.244495335229596,1.1830030410548957,6.592250392758642
