pathway,time_category,metric,n_models,delta_median,delta_mean,delta_std,delta_p10,delta_p90,delta_min,delta_max
ssp585,near,diag_groups_fully_funded_share,5,-0.002590135284817552,-0.002598482458868334,0.0020954149831682958,-0.004705403891805427,-0.0004416226912675291,-0.004887622838543493,-4.295605777304701e-05
ssp585,near,diag_groups_with_shortfall,5,0.1372771700953337,0.13771957032002463,0.11105699410791754,0.023406002637184297,0.24938640626568934,0.0022766710619738333,0.25904401044281555
ssp585,near,fhcf_recovery_citizens_usd,5,256409728.92680272,241861956.31801215,190749396.79226154,41440335.44583329,428841767.1634522,-2365891.0585157275,447976298.778427
ssp585,near,fhcf_recovery_private_usd,5,1436837014.4634192,1360703837.8927634,1045644738.2192149,263682997.5229982,2388803465.447927,39520181.20956522,2489547783.6442666
ssp585,near,fhcf_scaling_factor,5,-0.021915403034796666,-0.0249972763894442,0.018844724055299338,-0.04416626751461936,-0.00629166376116037,-0.044716775786052265,-0.0014309227679977221
ssp585,near,fhcf_shortfall_usd,5,796782969.1367861,993074315.9077609,766995438.5330242,254816246.05498344,1789849790.7637398,58372006.590722084,1827780956.6988583
ssp585,near,fhcf_total_postcap_usd,5,1693246743.390222,1602565794.2107756,1236377357.9050944,305123332.9688316,2817645232.611379,37154290.151049554,2937524082.4226933
ssp585,near,fhcf_total_precap_usd,5,2490029712.527008,2595640110.1185365,1991016557.8719535,559939579.0238149,4588529440.40756,95526296.7417717,4670477124.283755
ssp585,near,figa_collected_usd,5,77812390.70797333,68592577.6869708,49940175.48160747,15914784.141673792,117132392.74222511,7642514.1556652635,127292374.81006783
ssp585,near,figa_residual_deficit_usd,5,2486500132.8395605,2939518836.1836796,2358952979.1313534,622427855.4762442,5354962192.272948,94921888.00700998,5369840254.581278
ssp585,near,flood_insured_capped_pct,5,0.7880908731209635,0.760494708150177,0.5397647814828833,0.21130173450205897,1.302026665179565,0.19453970744398652,1.3433369557042902
ssp585,near,flood_insured_capped_usd,5,1007479405.5937561,1128220530.6286862,935646452.4075131,192723422.72559902,2077407762.5898595,160854.8113297522,2083248576.6666133
ssp585,near,flood_un_derinsured_pct,5,3.918819465149846,3.9087447732476335,2.3845175356110597,1.5089441502775782,6.334219360155271,1.4252683145647405,6.54074043542287
ssp585,near,flood_un_derinsured_usd,5,4218820948.4657826,4669267456.129596,3685391173.655033,973266604.005239,8406814343.489963,157534601.6138543,8487837471.497754
ssp585,near,group_contrib_total_usd,5,1080739526.7872427,1290810551.7834039,1037269737.7152822,275198279.517174,2355036678.605048,40824227.62245563,2363724098.729101
ssp585,near,group_supported_companies,5,2.281128198695434,2.173467768750211,1.6369784760777335,0.469250684653616,3.8042757023797575,0.16935114108936,4.025859503966262
ssp585,near,insured_citizens_wind_pre_usd,5,1865446879.0098653,1976504383.1495996,1570876516.5169878,380344548.00528663,3560612695.110259,50031687.74656409,3620604454.3549027
ssp585,near,insured_flood_pre_usd,5,1007479405.5937561,1128509392.5456285,936009526.7994813,192723422.72559902,2077985486.4237442,160854.8113297522,2083248576.6666133
ssp585,near,insured_private_wind_pre_usd,5,9895246595.65624,10547420889.353352,8173357531.009222,2265340859.2492704,18824586221.928623,537931687.1521125,19227988016.516323
ssp585,near,largest_entity_deficit_usd,5,622590564.6028149,709396687.547463,564099688.3862051,148869795.6879765,1284055968.1589944,24169259.32918653,1291673813.636667
ssp585,near,nfip_borrowed_usd,5,516690483.0393382,684317936.2772655,607150784.6117802,106551299.87642333,1325677164.5192707,-24194362.899036154,1375538288.1835272
ssp585,near,nfip_claims_paid_usd,5,1007479405.5937561,1128220530.6286862,935646452.4075131,192723422.72559902,2077407762.5898595,160854.8113297522,2083248576.6666133
ssp585,near,nfip_fl_premium_base_usd,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ssp585,near,nfip_fl_premium_depletion_usd,5,285592410.6162549,250903980.2475125,186950872.1000439,53711776.24590345,432618137.6106627,23286186.5438163,470508401.49639994
ssp585,near,nfip_policyholder_shortfall_usd,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ssp585,near,nfip_pool_used_usd,5,490841138.4881767,444335553.5609433,339203016.08430254,87235792.88982631,776865037.9303792,26128001.111450255,832702894.3564976
ssp585,near,rescued_defaults,5,2.258529252383342,2.1373446603371304,1.6067723710081576,0.46215702201034586,3.735279407571041,0.1703283700172431,3.9604656792850688
ssp585,near,total_damage_usd,5,34766748102.60225,37211759295.60794,29009278576.933277,7834235343.337006,66517360224.14478,1653908604.797224,67519972481.736786
ssp585,near,underinsured_flood_usd,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ssp585,near,underinsured_wind_usd,5,5319976945.932272,5678653415.023753,4438316185.220528,1180296873.5047908,10156154535.630022,248555495.32420945,10287121291.976868
ssp585,near,uninsured_wind_usd,5,12453517928.963036,13183783710.950552,10238947767.606892,2773673313.278397,23480403296.236046,545378073.8684497,23794203722.124306
ssp585,near,water_total_usd,5,5227273669.481487,5801949093.514225,4616068737.070781,1176961305.7634768,10486050158.061842,175980921.47958255,10574132801.467737
ssp585,near,wind_insured_citizens_pct,5,1.2827775826635728,1.2466596065597417,0.8156700089415657,0.4240468417578547,2.08045659044204,0.35131635734448086,2.270159903384722
ssp585,near,wind_insured_citizens_usd,5,1865446879.0098653,1976504383.1495996,1570876516.5169878,380344548.00528663,3560612695.110259,50031687.74656409,3620604454.3549027
ssp585,near,wind_insured_private_pct,5,8.514343786225147,8.825290433084492,5.584856386900135,3.3238432092738974,14.59923930557714,3.2527643016409478,15.138431514219619
ssp585,near,wind_insured_private_usd,5,9895246595.65624,10547420889.353352,8173357531.009222,2265340859.2492704,18824586221.928623,537931687.1521125,19227988016.516323
ssp585,near,wind_total_usd,5,29539474433.12076,31409810202.09371,24395149051.18204,6657274037.573526,56031310066.08294,1477927683.3176394,56945839680.26905
ssp585,near,wind_underinsured_pct,5,4.431091965285145,4.553413903648307,2.8635196034265973,1.7216756203672074,7.5089525111974575,1.6728978479034255,7.808287704007117
ssp585,near,wind_underinsured_usd,5,5319976945.932272,5678653415.023753,4438316185.220528,1180296873.5047908,10156154535.630022,248555495.32420945,10287121291.976868
ssp585,near,wind_uninsured_pct,5,10.38487632755534,10.642770793323793,6.616507494901769,4.098566825332378,17.47114178578818,3.9979565806047646,18.19263119687078
ssp585,near,wind_uninsured_usd,5,12453517928.963036,13183783710.950552,10238947767.606892,2773673313.278397,23480403296.236046,545378073.8684497,23794203722.124306
ssp585,near,year_id,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
