model,period,time_category,pathway,metric,historical_value,future_value,delta_absolute,delta_relative
canesm,ssp585cal,near,ssp585,catbond_unfilled_usd,0.0,0.0,0.0,
canesm,ssp585cal,near,ssp585,catbond_triggers,1.5055,3.0963,1.5907999999999998,1.0566589173032213
canesm,ssp585cal,near,ssp585,catbond_limit_in_force_usd,9464500000.0,9464500000.0,0.0,0.0
canesm,ssp585cal,near,ssp585,catbond_issue_volume_year_usd,9464500000.0,9464500000.0,0.0,0.0
canesm,ssp585cal,near,ssp585,year_id,5000.5,5000.5,0.0,0.0
cnrm6,ssp245_2cal,mid,ssp245,policy_severity,,,,
cnrm6,ssp245_2cal,mid,ssp245,total_damage_usd,7405384993.971297,66220370868.10787,58814985874.13657,7.942191516311128
cnrm6,ssp245_2cal,mid,ssp245,wind_total_usd,6334689702.589506,56157401614.41518,49822711911.82567,7.865059576865943
cnrm6,ssp245_2cal,mid,ssp245,water_total_usd,1070695291.3817912,10062969253.692707,8992273962.310915,8.398536945750354
cnrm6,ssp245_2cal,mid,ssp245,underinsured_wind_usd,1133704581.1420321,10066078597.990126,8932374016.848093,7.878925573230115
cnrm6,ssp245_2cal,mid,ssp245,uninsured_wind_usd,2608895841.9404674,23631837549.74963,21022941707.809162,8.058175941655277
cnrm6,ssp245_2cal,mid,ssp245,nfip_policyholder_shortfall_usd,0.0,0.0,0.0,
cnrm6,ssp245_2cal,mid,ssp245,wind_insured_private_usd,2145990591.9249797,18961510215.42154,16815519623.49656,7.835784409666416
cnrm6,ssp245_2cal,mid,ssp245,wind_insured_citizens_usd,446098687.58202636,3497975251.2538667,3051876563.67184,6.841258781131645
cnrm6,ssp245_2cal,mid,ssp245,wind_underinsured_usd,1133704581.1420321,10066078597.990126,8932374016.848093,7.878925573230115
cnrm6,ssp245_2cal,mid,ssp245,wind_uninsured_usd,2608895841.9404674,23631837549.74963,21022941707.809162,8.058175941655277
cnrm6,ssp245_2cal,mid,ssp245,flood_insured_capped_usd,229590548.582075,1904926196.5830398,1675335648.0009646,7.297058430094994
cnrm6,ssp245_2cal,mid,ssp245,flood_un_derinsured_usd,841104742.7997162,8158043057.109666,7316938314.30995,8.699199923608395
cnrm6,ssp245_2cal,mid,ssp245,wind_insured_private_pct,18.71795423101206,27.35273359991017,8.634779368898108,0.4613099947959021
cnrm6,ssp245_2cal,mid,ssp245,wind_insured_citizens_pct,2.970360698792227,4.2546565574020105,1.2842958586097835,0.4323703377613327
cnrm6,ssp245_2cal,mid,ssp245,wind_underinsured_pct,9.752559870712416,14.15815329838266,4.405593427670244,0.45173713220674844
cnrm6,ssp245_2cal,mid,ssp245,wind_uninsured_pct,22.55891760017151,33.221952015622854,10.663034415451342,0.4726749130627736
cnrm6,ssp245_2cal,mid,ssp245,flood_insured_capped_pct,1.8176900477311002,2.562646299634625,0.7449562519035249,0.40983678863918716
cnrm6,ssp245_2cal,mid,ssp245,flood_un_derinsured_pct,7.942517551580681,11.669858229047687,3.727340677467006,0.46928957389904774
cnrm6,ssp245_2cal,mid,ssp245,insured_private_wind_pre_usd,2145990591.9249797,18961510215.42154,16815519623.49656,7.835784409666416
cnrm6,ssp245_2cal,mid,ssp245,insured_citizens_wind_pre_usd,446098687.58202636,3497975251.2538667,3051876563.67184,6.841258781131645
cnrm6,ssp245_2cal,mid,ssp245,insured_flood_pre_usd,229590548.582075,1904926196.5830398,1675335648.0009646,7.297058430094994
cnrm6,ssp245_2cal,mid,ssp245,defaults_pre,1.5048,10.1221,8.6173,5.726541733120681
cnrm6,ssp245_2cal,mid,ssp245,defaults_post,0.9495,6.3139,5.3644,5.64971037388099
cnrm6,ssp245_2cal,mid,ssp245,rescued_defaults,0.5553,3.8082,3.2529,5.857914640734737
cnrm6,ssp245_2cal,mid,ssp245,group_contrib_total_usd,191148601.83083028,2308555905.810253,2117407303.9794228,11.077283766131671
cnrm6,ssp245_2cal,mid,ssp245,group_supported_companies,0.5585,3.8752,3.3167,5.938585496866607
cnrm6,ssp245_2cal,mid,ssp245,defaulted_premium_base_pct,2.1138985519711144,12.376595516025832,10.262696964054717,4.854867304055447
cnrm6,ssp245_2cal,mid,ssp245,largest_entity_deficit_usd,116411264.93862426,1275176441.9155812,1158765176.9769568,9.954063960974008
cnrm6,ssp245_2cal,mid,ssp245,diag_group_shortfall_total_usd,2192516.8977953163,37439419.08954507,35246902.19174975,16.076000247565823
cnrm6,ssp245_2cal,mid,ssp245,diag_groups_with_shortfall,0.0265,0.2394,0.2129,8.033962264150944
cnrm6,ssp245_2cal,mid,ssp245,diag_groups_fully_funded_share,0.9995,0.9954830188679246,-0.004016981132075492,-0.004018990627389187
cnrm6,ssp245_2cal,mid,ssp245,figa_residual_deficit_usd,431624772.65491366,5270450041.118262,4838825268.463348,11.210721846894584
cnrm6,ssp245_2cal,mid,ssp245,figa_collected_usd,23120679.894202765,123053911.85046215,99933231.95625938,4.322244519345491
cnrm6,ssp245_2cal,mid,ssp245,citizens_residual_deficit_usd,268662368.7244724,2588402422.818464,2319740054.0939913,8.634406318634854
cnrm6,ssp245_2cal,mid,ssp245,citizens_tier1_usd,51450805.682834536,238458997.4959148,187008191.81308025,3.634698997055192
cnrm6,ssp245_2cal,mid,ssp245,citizens_tier2_usd,23783580.89974005,125302046.87034172,101518465.97060166,4.268426457670688
cnrm6,ssp245_2cal,mid,ssp245,citizens_tier1_capacity_usd,539937478.65,539937478.65,0.0,0.0
cnrm6,ssp245_2cal,mid,ssp245,citizens_tier2_capacity_usd,359958319.09999996,359958319.09999996,0.0,0.0
cnrm6,ssp245_2cal,mid,ssp245,nfip_borrowed_usd,87549589.81165476,1092813295.1600273,1005263705.3483725,11.482220619319794
cnrm6,ssp245_2cal,mid,ssp245,nfip_claims_paid_usd,229590548.582075,1904926196.5830398,1675335648.0009646,7.297058430094994
cnrm6,ssp245_2cal,mid,ssp245,nfip_pool_used_usd,142040958.77042025,812112901.4230127,670071942.6525924,4.717455784958652
cnrm6,ssp245_2cal,mid,ssp245,nfip_fl_premium_base_usd,1395853723.0,1395853723.0,0.0,0.0
cnrm6,ssp245_2cal,mid,ssp245,nfip_fl_premium_depletion_usd,92895732.43388967,456360804.19061726,363465071.7567276,3.9126132302728944
cnrm6,ssp245_2cal,mid,ssp245,underinsured_flood_usd,0.0,0.0,0.0,
cnrm6,ssp245_2cal,mid,ssp245,fhcf_total_precap_usd,518903054.2189373,4848911286.758973,4330008232.540036,8.344541812454056
cnrm6,ssp245_2cal,mid,ssp245,fhcf_total_postcap_usd,380542663.0743674,2946398097.649384,2565855434.5750165,6.7426222695918465
cnrm6,ssp245_2cal,mid,ssp245,fhcf_shortfall_usd,138360391.14456993,1902513189.109589,1764152797.9650192,12.75041782818966
cnrm6,ssp245_2cal,mid,ssp245,fhcf_scaling_factor,0.9958960225232019,0.9537323918289742,-0.04216363069422768,-0.042337382357850895
cnrm6,ssp245_2cal,mid,ssp245,fhcf_recovery_private_usd,309039749.86204416,2493559270.7573795,2184519520.895335,7.068733138279164
cnrm6,ssp245_2cal,mid,ssp245,fhcf_recovery_citizens_usd,71502913.2123233,452838826.8920043,381335913.679681,5.333152126925635
cnrm6,ssp245_2cal,mid,ssp245,catbond_payout_usd,302218151.80869,1116500717.941402,814282566.1327119,2.6943536027186368
cnrm6,ssp245_2cal,mid,ssp245,catbond_unfilled_usd,0.0,0.0,0.0,
cnrm6,ssp245_2cal,mid,ssp245,catbond_triggers,2.2945,7.4349,5.1404,2.24031379385487
cnrm6,ssp245_2cal,mid,ssp245,catbond_limit_in_force_usd,9464500000.0,9464500000.0,0.0,0.0
cnrm6,ssp245_2cal,mid,ssp245,catbond_issue_volume_year_usd,9464500000.0,9464500000.0,0.0,0.0
cnrm6,ssp245_2cal,mid,ssp245,year_id,5000.5,5000.5,0.0,0.0
cnrm6,ssp245cal,near,ssp245,policy_severity,,,,
cnrm6,ssp245cal,near,ssp245,total_damage_usd,7405384993.971297,59715610318.5075,52310225324.5362,7.0638090210194076
cnrm6,ssp245cal,near,ssp245,wind_total_usd,6334689702.589506,50355715194.835075,44021025492.24557,6.949199970165953
cnrm6,ssp245cal,near,ssp245,water_total_usd,1070695291.3817912,9359895123.672438,8289199832.290647,7.741885015290371
cnrm6,ssp245cal,near,ssp245,underinsured_wind_usd,1133704581.1420321,9187590647.432018,8053886066.289986,7.104042975796164
cnrm6,ssp245cal,near,ssp245,uninsured_wind_usd,2608895841.9404674,21096338588.7275,18487442746.787033,7.086309253740188
cnrm6,ssp245cal,near,ssp245,nfip_policyholder_shortfall_usd,0.0,0.0,0.0,
cnrm6,ssp245cal,near,ssp245,wind_insured_private_usd,2145990591.9249797,16807164873.88901,14661174281.96403,6.831891219435765
cnrm6,ssp245cal,near,ssp245,wind_insured_citizens_usd,446098687.58202636,3264621084.786543,2818522397.2045164,6.318158908921383
cnrm6,ssp245cal,near,ssp245,wind_underinsured_usd,1133704581.1420321,9187590647.432018,8053886066.289986,7.104042975796164
cnrm6,ssp245cal,near,ssp245,wind_uninsured_usd,2608895841.9404674,21096338588.7275,18487442746.787033,7.086309253740188
cnrm6,ssp245cal,near,ssp245,flood_insured_capped_usd,229590548.582075,1907095916.4773746,1677505367.8952994,7.3065088186573055
cnrm6,ssp245cal,near,ssp245,flood_un_derinsured_usd,841104742.7997162,7452799207.195063,6611694464.395347,7.860726646704598
cnrm6,ssp245cal,near,ssp245,wind_insured_private_pct,18.71795423101206,26.516218967177544,7.798264736165482,0.4166195001826242
cnrm6,ssp245cal,near,ssp245,wind_insured_citizens_pct,2.970360698792227,4.1019699975047805,1.1316092987125534,0.3809669644406065
cnrm6,ssp245cal,near,ssp245,wind_underinsured_pct,9.752559870712416,13.86134304780998,4.108783177097564,0.4213030457199768
cnrm6,ssp245cal,near,ssp245,wind_uninsured_pct,22.55891760017151,32.151786623474365,9.592869023302853,0.4252362277891347
cnrm6,ssp245cal,near,ssp245,flood_insured_capped_pct,1.8176900477311002,2.5252992648253567,0.7076092170942565,0.38929036222513147
cnrm6,ssp245cal,near,ssp245,flood_un_derinsured_pct,7.942517551580681,11.483382099207978,3.5408645476272964,0.44581135951315726
cnrm6,ssp245cal,near,ssp245,insured_private_wind_pre_usd,2145990591.9249797,16807164873.88901,14661174281.96403,6.831891219435765
cnrm6,ssp245cal,near,ssp245,insured_citizens_wind_pre_usd,446098687.58202636,3264621084.786543,2818522397.2045164,6.318158908921383
cnrm6,ssp245cal,near,ssp245,insured_flood_pre_usd,229590548.582075,1908264066.5243614,1678673517.9422865,7.311596789630856
cnrm6,ssp245cal,near,ssp245,defaults_pre,1.5048,9.2288,7.724,5.13290802764487
cnrm6,ssp245cal,near,ssp245,defaults_post,0.9495,5.7554,4.805899999999999,5.061506055818851
cnrm6,ssp245cal,near,ssp245,rescued_defaults,0.5553,3.4734,2.9181,5.254997298757428
cnrm6,ssp245cal,near,ssp245,group_contrib_total_usd,191148601.83083028,2013496009.2386804,1822347407.40785,9.533668517338453
cnrm6,ssp245cal,near,ssp245,group_supported_companies,0.5585,3.5304,2.9719,5.321217547000896
cnrm6,ssp245cal,near,ssp245,defaulted_premium_base_pct,2.1138985519711144,11.38983024642141,9.275931694450295,4.3880685219264235
cnrm6,ssp245cal,near,ssp245,largest_entity_deficit_usd,116411264.93862426,1109492692.9185786,993081427.9799544,8.530801795715721
cnrm6,ssp245cal,near,ssp245,diag_group_shortfall_total_usd,2192516.8977953163,31278171.261960167,29085654.36416485,13.265874663685333
cnrm6,ssp245cal,near,ssp245,diag_groups_with_shortfall,0.0265,0.2179,0.19140000000000001,7.222641509433963
cnrm6,ssp245cal,near,ssp245,diag_groups_fully_funded_share,0.9995,0.9958886792452831,-0.003611320754716929,-0.003613127318376117
cnrm6,ssp245cal,near,ssp245,figa_residual_deficit_usd,431624772.65491366,4575423628.790184,4143798856.13527,9.600465771801888
cnrm6,ssp245cal,near,ssp245,figa_collected_usd,23120679.894202765,113985393.58629936,90864713.69209659,3.930019104450291
cnrm6,ssp245cal,near,ssp245,citizens_residual_deficit_usd,268662368.7244724,2412335392.0557,2143673023.3312273,7.9790594920633575
cnrm6,ssp245cal,near,ssp245,citizens_tier1_usd,51450805.682834536,220723222.11320624,169272416.4303717,3.289985728772481
cnrm6,ssp245cal,near,ssp245,citizens_tier2_usd,23783580.89974005,114675729.18287812,90892148.28313807,3.8216342890624806
cnrm6,ssp245cal,near,ssp245,citizens_tier1_capacity_usd,539937478.65,539937478.65,0.0,0.0
cnrm6,ssp245cal,near,ssp245,citizens_tier2_capacity_usd,359958319.09999996,359958319.09999996,0.0,0.0
cnrm6,ssp245cal,near,ssp245,nfip_borrowed_usd,87549589.81165476,1163981731.656901,1076432141.845246,12.295113479811523
cnrm6,ssp245cal,near,ssp245,nfip_claims_paid_usd,229590548.582075,1907095916.4773746,1677505367.8952994,7.3065088186573055
cnrm6,ssp245cal,near,ssp245,nfip_pool_used_usd,142040958.77042025,743114184.820474,601073226.0500538,4.231689445447661
cnrm6,ssp245cal,near,ssp245,nfip_fl_premium_base_usd,1395853723.0,1395853723.0,0.0,0.0
cnrm6,ssp245cal,near,ssp245,nfip_fl_premium_depletion_usd,92895732.43388967,421212064.95226747,328316332.5183778,3.5342455882139463
cnrm6,ssp245cal,near,ssp245,underinsured_flood_usd,0.0,0.0,0.0,
cnrm6,ssp245cal,near,ssp245,fhcf_total_precap_usd,518903054.2189373,4149125067.962287,3630222013.7433496,6.9959542234871375
cnrm6,ssp245cal,near,ssp245,fhcf_total_postcap_usd,380542663.0743674,2669424112.510218,2288881449.4358506,6.014782760345971
cnrm6,ssp245cal,near,ssp245,fhcf_shortfall_usd,138360391.14456993,1479700955.4520683,1341340564.3074985,9.694541575167703
cnrm6,ssp245cal,near,ssp245,fhcf_scaling_factor,0.9958960225232019,0.960827123164634,-0.03506889935856783,-0.035213414418221366
cnrm6,ssp245cal,near,ssp245,fhcf_recovery_private_usd,309039749.86204416,2239699176.320011,1930659426.457967,6.247285105944515
cnrm6,ssp245cal,near,ssp245,fhcf_recovery_citizens_usd,71502913.2123233,429724936.190207,358222022.9778837,5.00989409919798
cnrm6,ssp245cal,near,ssp245,catbond_payout_usd,302218151.80869,1039728935.6425579,737510783.8338678,2.4403259017371215
cnrm6,ssp245cal,near,ssp245,catbond_unfilled_usd,0.0,0.0,0.0,
cnrm6,ssp245cal,near,ssp245,catbond_triggers,2.2945,6.953,4.6585,2.0302898234909565
cnrm6,ssp245cal,near,ssp245,catbond_limit_in_force_usd,9464500000.0,9464500000.0,0.0,0.0
cnrm6,ssp245cal,near,ssp245,catbond_issue_volume_year_usd,9464500000.0,9464500000.0,0.0,0.0
cnrm6,ssp245cal,near,ssp245,year_id,5000.5,5000.5,0.0,0.0
cnrm6,ssp585_2cal,mid,ssp585,policy_severity,,,,
cnrm6,ssp585_2cal,mid,ssp585,total_damage_usd,7405384993.971297,91999506303.31963,84594121309.34833,11.423325239432678
cnrm6,ssp585_2cal,mid,ssp585,wind_total_usd,6334689702.589506,77567280440.50688,71232590737.91737,11.244842933474514
cnrm6,ssp585_2cal,mid,ssp585,water_total_usd,1070695291.3817912,14432225862.812738,13361530571.430946,12.479302635381122
cnrm6,ssp585_2cal,mid,ssp585,underinsured_wind_usd,1133704581.1420321,13989829380.29304,12856124799.151007,11.33992489136848
cnrm6,ssp585_2cal,mid,ssp585,uninsured_wind_usd,2608895841.9404674,32417949740.805164,29809053898.864697,11.425927175648782
cnrm6,ssp585_2cal,mid,ssp585,nfip_policyholder_shortfall_usd,0.0,0.0,0.0,
cnrm6,ssp585_2cal,mid,ssp585,wind_insured_private_usd,2145990591.9249797,26378650007.180374,24232659415.255394,11.292062279508134
cnrm6,ssp585_2cal,mid,ssp585,wind_insured_citizens_usd,446098687.58202636,4780851312.228306,4334752624.646279,9.717026176745312
cnrm6,ssp585_2cal,mid,ssp585,wind_underinsured_usd,1133704581.1420321,13989829380.29304,12856124799.151007,11.33992489136848
cnrm6,ssp585_2cal,mid,ssp585,wind_uninsured_usd,2608895841.9404674,32417949740.805164,29809053898.864697,11.425927175648782
cnrm6,ssp585_2cal,mid,ssp585,flood_insured_capped_usd,229590548.582075,2779972958.995429,2550382410.413354,11.108394601451254
cnrm6,ssp585_2cal,mid,ssp585,flood_un_derinsured_usd,841104742.7997162,11652252903.817308,10811148161.017591,12.853509926755866
cnrm6,ssp585_2cal,mid,ssp585,wind_insured_private_pct,18.71795423101206,27.76911527398786,9.0511610429758,0.48355503658512855
cnrm6,ssp585_2cal,mid,ssp585,wind_insured_citizens_pct,2.970360698792227,3.98349119402133,1.013130495229103,0.3410799555895855
cnrm6,ssp585_2cal,mid,ssp585,wind_underinsured_pct,9.752559870712416,14.331531922235538,4.578972051523122,0.46951488760136495
cnrm6,ssp585_2cal,mid,ssp585,wind_uninsured_pct,22.55891760017151,33.148283392209564,10.589365792038052,0.46940930321752417
cnrm6,ssp585_2cal,mid,ssp585,flood_insured_capped_pct,1.8176900477311002,2.420545368755541,0.6028553210244407,0.3316601319223508
cnrm6,ssp585_2cal,mid,ssp585,flood_un_derinsured_pct,7.942517551580681,11.987032848790166,4.044515297209485,0.5092233376814591
cnrm6,ssp585_2cal,mid,ssp585,insured_private_wind_pre_usd,2145990591.9249797,26378650007.180374,24232659415.255394,11.292062279508134
cnrm6,ssp585_2cal,mid,ssp585,insured_citizens_wind_pre_usd,446098687.58202636,4780851312.228306,4334752624.646279,9.717026176745312
cnrm6,ssp585_2cal,mid,ssp585,insured_flood_pre_usd,229590548.582075,2779972958.995429,2550382410.413354,11.108394601451254
cnrm6,ssp585_2cal,mid,ssp585,defaults_pre,1.5048,12.9682,11.4634,7.617889420521
cnrm6,ssp585_2cal,mid,ssp585,defaults_post,0.9495,8.0536,7.104099999999999,7.481937862032647
cnrm6,ssp585_2cal,mid,ssp585,rescued_defaults,0.5553,4.9146,4.3593,7.850351161534306
cnrm6,ssp585_2cal,mid,ssp585,group_contrib_total_usd,191148601.83083028,3405446147.600646,3214297545.769816,16.81570001027014
cnrm6,ssp585_2cal,mid,ssp585,group_supported_companies,0.5585,5.0182,4.4597,7.985138764547896
cnrm6,ssp585_2cal,mid,ssp585,defaulted_premium_base_pct,2.1138985519711144,15.337204746862938,13.223306194891823,6.255411917739236
cnrm6,ssp585_2cal,mid,ssp585,largest_entity_deficit_usd,116411264.93862426,1838459896.8251922,1722048631.886568,14.792800617659186
cnrm6,ssp585_2cal,mid,ssp585,diag_group_shortfall_total_usd,2192516.8977953163,70266521.96435356,68074005.06655824,31.04833770494996
cnrm6,ssp585_2cal,mid,ssp585,diag_groups_with_shortfall,0.0265,0.3385,0.312,11.773584905660378
cnrm6,ssp585_2cal,mid,ssp585,diag_groups_fully_funded_share,0.9995,0.9936132075471698,-0.005886792452830303,-0.005889737321491048
cnrm6,ssp585_2cal,mid,ssp585,figa_residual_deficit_usd,431624772.65491366,7773499720.927958,7341874948.273044,17.00985534985248
cnrm6,ssp585_2cal,mid,ssp585,figa_collected_usd,23120679.894202765,148680620.43745464,125559940.54325187,5.430633576425862
cnrm6,ssp585_2cal,mid,ssp585,citizens_residual_deficit_usd,268662368.7244724,3689977308.2754617,3421314939.550989,12.734626571612381
cnrm6,ssp585_2cal,mid,ssp585,citizens_tier1_usd,51450805.682834536,280828682.7110532,229377877.02821866,4.458197961800736
cnrm6,ssp585_2cal,mid,ssp585,citizens_tier2_usd,23783580.89974005,151334937.77303466,127551356.8732946,5.363000525908557
cnrm6,ssp585_2cal,mid,ssp585,citizens_tier1_capacity_usd,539937478.65,539937478.65,0.0,0.0
cnrm6,ssp585_2cal,mid,ssp585,citizens_tier2_capacity_usd,359958319.09999996,359958319.09999996,0.0,0.0
cnrm6,ssp585_2cal,mid,ssp585,nfip_borrowed_usd,87549589.81165476,1792926297.6256921,1705376707.8140373,19.47897998703147
cnrm6,ssp585_2cal,mid,ssp585,nfip_claims_paid_usd,229590548.582075,2779972958.995429,2550382410.413354,11.108394601451254
cnrm6,ssp585_2cal,mid,ssp585,nfip_pool_used_usd,142040958.77042025,987046661.3697369,845005702.5993166,5.94902843457353
cnrm6,ssp585_2cal,mid,ssp585,nfip_fl_premium_base_usd,1395853723.0,1395853723.0,0.0,0.0
cnrm6,ssp585_2cal,mid,ssp585,nfip_fl_premium_depletion_usd,92895732.43388967,544521179.1934967,451625446.759607,4.861638257505656
cnrm6,ssp585_2cal,mid,ssp585,underinsured_flood_usd,0.0,0.0,0.0,
cnrm6,ssp585_2cal,mid,ssp585,fhcf_total_precap_usd,518903054.2189373,6456953316.823625,5938050262.604688,11.443467550104813
cnrm6,ssp585_2cal,mid,ssp585,fhcf_total_postcap_usd,380542663.0743674,3777570285.4148717,3397027622.340504,8.926798364462597
cnrm6,ssp585_2cal,mid,ssp585,fhcf_shortfall_usd,138360391.14456993,2679383031.408753,2541022640.264183,18.365246146269712
cnrm6,ssp585_2cal,mid,ssp585,fhcf_scaling_factor,0.9958960225232019,0.9382598318721881,-0.057636190651013774,-0.05787370302472616
cnrm6,ssp585_2cal,mid,ssp585,fhcf_recovery_private_usd,309039749.86204416,3216407781.476401,2907368031.6143565,9.407747815328644
cnrm6,ssp585_2cal,mid,ssp585,fhcf_recovery_citizens_usd,71502913.2123233,561162503.9384711,489659590.7261478,6.848106863452335
cnrm6,ssp585_2cal,mid,ssp585,catbond_payout_usd,302218151.80869,1282135790.5730994,979917638.7644093,3.242418209825849
cnrm6,ssp585_2cal,mid,ssp585,catbond_unfilled_usd,0.0,0.0,0.0,
cnrm6,ssp585_2cal,mid,ssp585,catbond_triggers,2.2945,8.3541,6.0596000000000005,2.6409239485726737
cnrm6,ssp585_2cal,mid,ssp585,catbond_limit_in_force_usd,9464500000.0,9464500000.0,0.0,0.0
cnrm6,ssp585_2cal,mid,ssp585,catbond_issue_volume_year_usd,9464500000.0,9464500000.0,0.0,0.0
cnrm6,ssp585_2cal,mid,ssp585,year_id,5000.5,5000.5,0.0,0.0
cnrm6,ssp585cal,near,ssp585,policy_severity,,,,
cnrm6,ssp585cal,near,ssp585,total_damage_usd,7405384993.971297,72418826831.72807,65013441837.756775,8.779211599489296
cnrm6,ssp585cal,near,ssp585,wind_total_usd,6334689702.589506,60994205347.39327,54659515644.803764,8.628601906492744
cnrm6,ssp585cal,near,ssp585,water_total_usd,1070695291.3817912,11424621484.334793,10353926192.953001,9.67028273710879
cnrm6,ssp585cal,near,ssp585,underinsured_wind_usd,1133704581.1420321,11093408982.251787,9959704401.109755,8.785096723413512
cnrm6,ssp585cal,near,ssp585,uninsured_wind_usd,2608895841.9404674,25618598499.34412,23009702657.403652,8.819709199386548
cnrm6,ssp585cal,near,ssp585,nfip_policyholder_shortfall_usd,0.0,0.0,0.0,
cnrm6,ssp585cal,near,ssp585,wind_insured_private_usd,2145990591.9249797,20365474121.97205,18219483530.04707,8.490010906200652
cnrm6,ssp585cal,near,ssp585,wind_insured_citizens_usd,446098687.58202636,3916723743.8253202,3470625056.243294,7.779949040099188
cnrm6,ssp585cal,near,ssp585,wind_underinsured_usd,1133704581.1420321,11093408982.251787,9959704401.109755,8.785096723413512
cnrm6,ssp585cal,near,ssp585,wind_uninsured_usd,2608895841.9404674,25618598499.34412,23009702657.403652,8.819709199386548
cnrm6,ssp585cal,near,ssp585,flood_insured_capped_usd,229590548.582075,2298237090.0568037,2068646541.4747286,9.010155488762292
cnrm6,ssp585cal,near,ssp585,flood_un_derinsured_usd,841104742.7997162,9126384394.27799,8285279651.478274,9.850473109805261
cnrm6,ssp585cal,near,ssp585,wind_insured_private_pct,18.71795423101206,27.23229801723721,8.514343786225147,0.4548757669317575
cnrm6,ssp585cal,near,ssp585,wind_insured_citizens_pct,2.970360698792227,4.2531382814558,1.2827775826635728,0.4318591958159023
cnrm6,ssp585cal,near,ssp585,wind_underinsured_pct,9.752559870712416,14.18365183599756,4.431091965285145,0.45435168038209206
cnrm6,ssp585cal,near,ssp585,wind_uninsured_pct,22.55891760017151,32.94379392772685,10.38487632755534,0.460344618993439
cnrm6,ssp585cal,near,ssp585,flood_insured_capped_pct,1.8176900477311002,2.6057809208520637,0.7880908731209635,0.43356724877527064
cnrm6,ssp585cal,near,ssp585,flood_un_derinsured_pct,7.942517551580681,11.861337016730527,3.918819465149846,0.4933976462374882
cnrm6,ssp585cal,near,ssp585,insured_private_wind_pre_usd,2145990591.9249797,20365474121.97205,18219483530.04707,8.490010906200652
cnrm6,ssp585cal,near,ssp585,insured_citizens_wind_pre_usd,446098687.58202636,3916723743.8253202,3470625056.243294,7.779949040099188
cnrm6,ssp585cal,near,ssp585,insured_flood_pre_usd,229590548.582075,2299681399.6415157,2070090851.0594406,9.01644629469325
cnrm6,ssp585cal,near,ssp585,defaults_pre,1.5048,10.4758,8.971,5.961589580010633
cnrm6,ssp585cal,near,ssp585,defaults_post,0.9495,6.523,5.573499999999999,5.869931542917324
cnrm6,ssp585cal,near,ssp585,rescued_defaults,0.5553,3.9528,3.3975,6.118314424635332
cnrm6,ssp585cal,near,ssp585,group_contrib_total_usd,191148601.83083028,2554872700.5599313,2363724098.729101,12.365897924908898
cnrm6,ssp585cal,near,ssp585,group_supported_companies,0.5585,4.0304,3.4719,6.216472694717995
cnrm6,ssp585cal,near,ssp585,defaulted_premium_base_pct,2.1138985519711144,12.702759294869583,10.588860742898468,5.009162210279598
cnrm6,ssp585cal,near,ssp585,largest_entity_deficit_usd,116411264.93862426,1389040464.8811097,1272629199.9424853,10.932182556503069
cnrm6,ssp585cal,near,ssp585,diag_group_shortfall_total_usd,2192516.8977953163,48346379.753130704,46153862.855335385,21.050630397305202
cnrm6,ssp585cal,near,ssp585,diag_groups_with_shortfall,0.0265,0.2614,0.23490000000000003,8.864150943396227
cnrm6,ssp585cal,near,ssp585,diag_groups_fully_funded_share,0.9995,0.9950679245283017,-0.004432075471698327,-0.0044342926180073305
cnrm6,ssp585cal,near,ssp585,figa_residual_deficit_usd,431624772.65491366,5801465027.236192,5369840254.581278,12.4409917937553
cnrm6,ssp585cal,near,ssp585,figa_collected_usd,23120679.894202765,125013099.5346638,101892419.64046103,4.406981979193844
cnrm6,ssp585cal,near,ssp585,citizens_residual_deficit_usd,268662368.7244724,2980654322.045059,2711991953.3205867,10.094424337119872
cnrm6,ssp585cal,near,ssp585,citizens_tier1_usd,51450805.682834536,243474963.87185624,192024158.1890217,3.732189528240691
cnrm6,ssp585cal,near,ssp585,citizens_tier2_usd,23783580.89974005,127236556.02391396,103452975.12417391,4.349764468196823
cnrm6,ssp585cal,near,ssp585,citizens_tier1_capacity_usd,539937478.65,539937478.65,0.0,0.0
cnrm6,ssp585cal,near,ssp585,citizens_tier2_capacity_usd,359958319.09999996,359958319.09999996,0.0,0.0
cnrm6,ssp585cal,near,ssp585,nfip_borrowed_usd,87549589.81165476,1463087877.995182,1375538288.1835272,15.71153321383595
cnrm6,ssp585cal,near,ssp585,nfip_claims_paid_usd,229590548.582075,2298237090.0568037,2068646541.4747286,9.010155488762292
cnrm6,ssp585cal,near,ssp585,nfip_pool_used_usd,142040958.77042025,835149212.0616217,693108253.2912014,4.879636544917069
cnrm6,ssp585cal,near,ssp585,nfip_fl_premium_base_usd,1395853723.0,1395853723.0,0.0,0.0
cnrm6,ssp585cal,near,ssp585,nfip_fl_premium_depletion_usd,92895732.43388967,468678474.21594656,375782741.78205687,4.045209956759715
cnrm6,ssp585cal,near,ssp585,underinsured_flood_usd,0.0,0.0,0.0,
cnrm6,ssp585cal,near,ssp585,fhcf_total_precap_usd,518903054.2189373,4984510968.812204,4465607914.593267,8.605861688971913
cnrm6,ssp585cal,near,ssp585,fhcf_total_postcap_usd,380542663.0743674,3018369620.9687757,2637826957.894408,6.931750927960768
