model,metric,era5_value,gcm_20thcal_value,bias_absolute,bias_relative
cnrm6,underinsured_wind_usd,2969616746.555762,1133704581.1420321,-1835912165.4137297,-0.6182320218738893
cnrm6,uninsured_wind_usd,6765845907.801158,2608895841.9404674,-4156950065.8606906,-0.6144021194848146
cnrm6,nfip_policyholder_shortfall_usd,0.0,0.0,0.0,
cnrm6,wind_insured_private_usd,5491050988.223578,2145990591.9249797,-3345060396.298599,-0.609183998377106
cnrm6,wind_insured_citizens_usd,1077922754.0709696,446098687.58202636,-631824066.4889432,-0.5861496699116386
cnrm6,wind_underinsured_usd,2969616746.555762,1133704581.1420321,-1835912165.4137297,-0.6182320218738893
cnrm6,wind_uninsured_usd,6765845907.801158,2608895841.9404674,-4156950065.8606906,-0.6144021194848146
cnrm6,flood_insured_capped_usd,644954483.8175347,229590548.582075,-415363935.2354597,-0.6440205404525432
cnrm6,flood_un_derinsured_usd,2394397814.7612963,841104742.7997162,-1553293071.96158,-0.6487197166592936
cnrm6,wind_insured_private_pct,20.511926737827867,18.71795423101206,-1.7939725068158054,-0.08745997047207571
cnrm6,wind_insured_citizens_pct,3.6899013245489156,2.970360698792227,-0.7195406257566885,-0.19500267418252742
cnrm6,wind_underinsured_pct,10.951058655424745,9.752559870712416,-1.1984987847123296,-0.10944136292418068
cnrm6,wind_uninsured_pct,25.378578795587508,22.55891760017151,-2.8196611954159962,-0.11110398332889475
cnrm6,flood_insured_capped_pct,2.1724964393234587,1.8176900477311002,-0.3548063915923585,-0.16331736391837284
cnrm6,flood_un_derinsured_pct,8.766038047287509,7.942517551580681,-0.8235204957068278,-0.09394443547523174
cnrm6,insured_private_wind_pre_usd,5491050988.223578,2145990591.9249797,-3345060396.298599,-0.609183998377106
cnrm6,insured_citizens_wind_pre_usd,1077922754.0709696,446098687.58202636,-631824066.4889432,-0.5861496699116386
cnrm6,insured_flood_pre_usd,644954483.8175347,229590548.582075,-415363935.2354597,-0.6440205404525432
cnrm6,defaults_pre,3.4775,1.5048,-1.9727000000000001,-0.5672753414809489
cnrm6,defaults_post,2.1875,0.9495,-1.238,-0.5659428571428572
cnrm6,rescued_defaults,1.29,0.5553,-0.7347,-0.5695348837209302
cnrm6,group_contrib_total_usd,572184876.4533527,191148601.83083028,-381036274.6225224,-0.6659320969550064
cnrm6,group_supported_companies,1.3025,0.5585,-0.744,-0.5712092130518234
