pathway,time_category,metric,era5_baseline,delta_median,delta_p10,delta_p90,scaled_median,scaled_p10,scaled_p90,n_models
ssp245,near,catbond_limit_in_force_usd,9464500000.0,0.0,0.0,0.0,9464500000.0,9464500000.0,9464500000.0,5
ssp245,near,catbond_payout_usd,511945273.42870957,634562365.2401862,125307261.07310909,824863305.7589376,1146507638.6688957,637252534.5018187,1336808579.187647,5
ssp245,near,catbond_triggers,3.6528,4.307734771700953,0.8632418500862156,5.34333971683904,7.960534771700953,4.516041850086216,8.99613971683904,5
ssp245,near,catbond_unfilled_usd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
ssp245,near,citizens_residual_deficit_usd,718277468.2344651,1079494919.632816,142119225.64679348,2069140839.1786819,1797772387.8672812,860396693.8812586,2787418307.413147,5
ssp245,near,citizens_tier1_capacity_usd,539937478.65,0.0,0.0,7.152557373046876e-08,539937478.65,539937478.65,539937478.6500001,5
ssp245,near,citizens_tier1_usd,100789599.68242246,132113053.16767053,24412730.705053646,181588410.28280023,232902652.850093,125202330.3874761,282378009.9652227,5
ssp245,near,citizens_tier2_capacity_usd,359958319.09999996,0.0,0.0,0.0,359958319.09999996,359958319.09999996,359958319.09999996,5
ssp245,near,citizens_tier2_usd,49554667.266172744,64656913.0858471,10284292.291118206,96762770.28927043,114211580.35201985,59838959.55729095,146317437.55544317,5
ssp245,near,defaulted_premium_base_pct,4.590575368681856,6.333282652165222,1.0930441411383458,9.817189735253237,10.923858020847078,5.683619509820202,14.407765103935093,5
ssp245,near,defaults_post,2.1875,3.1061,0.50948,4.98116,5.2936,2.69698,7.16866,5
ssp245,near,defaults_pre,3.4775,4.9754331660812845,0.8042992737600162,7.953887713625866,8.452933166081284,4.281799273760016,11.431387713625867,5
ssp245,near,diag_group_shortfall_total_usd,6174970.940672383,11165594.379185507,1481674.7549632166,26907701.48249273,17340565.319857888,7656645.695635599,33082672.423165113,5
ssp245,near,diag_groups_fully_funded_share,0.9986226415094339,-0.0021052296244401525,-0.0036718189861449702,-0.0003016226912676556,0.9965174118849938,0.9949508225232889,0.9983210188181663,5
ssp245,near,diag_groups_with_shortfall,0.073,0.11157717009533366,0.015986002637184298,0.19460640626568934,0.18457717009533364,0.08898600263718429,0.2676064062656893,5
ssp245,near,fhcf_recovery_citizens_usd,160490599.41146898,207779255.71698585,25828353.97330274,353442875.12691295,368269855.1284548,186318953.38477173,513933474.53838193,5
ssp245,near,fhcf_recovery_private_usd,805045573.3874182,1192080357.325949,160666059.33515444,1950280893.0210876,1997125930.713367,965711632.7225726,2755326466.408506,5
ssp245,near,fhcf_scaling_factor,0.9895177457955809,-0.018612375607350518,-0.033218581387882806,-0.0022447456714320465,0.9709053701882304,0.9562991644076981,0.9872730001241489,5
ssp245,near,fhcf_shortfall_usd,345602104.79177666,682110650.109985,79512366.95549543,1254777853.7191355,1027712754.9017617,425114471.7472721,1600379958.5109122,5
ssp245,near,fhcf_total_postcap_usd,965536172.7988871,1399859613.042935,186494413.30845726,2301334194.222515,2365395785.841822,1152030586.1073444,3266870367.0214024,5
ssp245,near,fhcf_total_precap_usd,1311138277.5906637,2081970263.1529205,266006780.26395273,3551961133.0127625,3393108540.743584,1577145057.8546164,4863099410.603426,5
ssp245,near,figa_collected_usd,48326314.97494906,65017570.92396087,11705582.755913934,97349132.91992901,113343885.89890993,60031897.730863,145675447.8948781,5
ssp245,near,figa_residual_deficit_usd,1292311924.0864177,2111679392.407424,284736460.03018576,3950460519.121477,3403991316.4938416,1577048384.1166034,5242772443.207895,5
ssp245,near,flood_insured_capped_pct,2.1724964393234587,0.7076092170942565,0.17484105803665223,1.1736076435437512,2.880105656417715,2.347337497360111,3.34610408286721,5
ssp245,near,flood_insured_capped_usd,644954483.8175347,885080991.0388035,125656321.38067788,1623488661.8899899,1530035474.856338,770610805.1982126,2268443145.7075243,5
ssp245,near,flood_un_derinsured_pct,8.766038047287509,3.5408645476272964,1.2087653969105616,6.244495335229596,12.306902594914806,9.97480344419807,15.010533382517105,5
ssp245,near,flood_un_derinsured_usd,2394397814.7612963,3789107062.721396,532653711.4409815,6402929165.082693,6183504877.482693,2927051526.2022777,8797326979.84399,5
ssp245,near,group_contrib_total_usd,572184876.4533527,933594988.4218494,124778761.4998932,1737256265.5673528,1505779864.8752022,696963637.9532459,2309441142.020705,5
ssp245,near,group_supported_companies,1.3025,1.897028198695434,0.304990684653616,3.021375702379757,3.1995281986954343,1.6074906846536159,4.323875702379757,5
ssp245,near,insured_citizens_wind_pre_usd,1077922754.0709696,1537612149.9521623,210804393.17639047,2756116068.4059315,2615534904.023132,1288727147.24736,3834038822.476901,5
ssp245,near,insured_flood_pre_usd,644954483.8175347,885080991.0388035,125656321.38067788,1624189551.918182,1530035474.856338,770610805.1982126,2269144035.735717,5
ssp245,near,insured_private_wind_pre_usd,5491050988.223578,8372624471.3746805,1226225270.721778,14362426074.179983,13863675459.598259,6717276258.945356,19853477062.40356,5
ssp245,near,largest_entity_deficit_usd,328194908.3869914,524129496.716551,72153668.9966106,955963183.5141488,852324405.1035423,400348577.38360196,1284158091.9011402,5
ssp245,near,nfip_borrowed_usd,345997559.61779946,478039393.17067,66173183.20356227,1009195594.8937654,824036952.7884694,412170742.8213617,1355193154.511565,5
ssp245,near,nfip_claims_paid_usd,644954483.8175347,885080991.0388035,125656321.38067788,1623488661.8899899,1530035474.856338,770610805.1982126,2268443145.7075243,5
ssp245,near,nfip_fl_premium_base_usd,1395853723.0,0.0,0.0,0.0,1395853723.0,1395853723.0,1395853723.0,5
ssp245,near,nfip_fl_premium_depletion_usd,182250316.13919604,233457518.3559217,39800451.79866109,348629086.28629637,415707834.4951177,222050767.93785712,530879402.4254924,5
ssp245,near,nfip_policyholder_shortfall_usd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
ssp245,near,nfip_pool_used_usd,298956924.1997352,407093813.8018923,60546808.2177663,621106865.4969722,706050738.0016274,359503732.4175015,920063789.6967075,5
ssp245,near,rescued_defaults,1.29,1.8703292523833417,0.3027970220103458,2.9741794075710413,3.1603292523833417,1.5927970220103458,4.264179407571041,5
ssp245,near,total_damage_usd,19343788695.230297,29128189871.5779,4238161433.7211304,50921726226.8359,48471978566.8082,23581950128.951427,70265514922.0662,5
ssp245,near,underinsured_flood_usd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
ssp245,near,underinsured_wind_usd,2969616746.555762,4371917012.884523,629861096.8458134,7787405820.54471,7341533759.440285,3599477843.401575,10757022567.100471,5
ssp245,near,uninsured_wind_usd,6765845907.801158,10165588784.625048,1444370917.5870657,17981772857.29259,16931434692.426205,8210216825.388224,24747618765.09375,5
