pathway,time_category,metric,era5_baseline,delta_median,delta_p10,delta_p90,scaled_median,scaled_p10,scaled_p90,n_models
ssp585,near,diag_group_shortfall_total_usd,6174970.940672383,12418361.071044616,3978756.4477755185,42748110.24303488,18593332.011717,10153727.388447901,48923081.18370726,5
ssp585,near,diag_groups_fully_funded_share,0.9986226415094339,-0.002590135284817552,-0.004705403891805427,-0.0004416226912675291,0.9960325062246164,0.9939172376176285,0.9981810188181663,5
ssp585,near,diag_groups_with_shortfall,0.073,0.1372771700953337,0.023406002637184297,0.24938640626568934,0.2102771700953337,0.0964060026371843,0.3223864062656893,5
ssp585,near,fhcf_recovery_citizens_usd,160490599.41146898,256409728.92680272,41440335.44583329,428841767.1634522,416900328.33827174,201930934.85730228,589332366.5749211,5
ssp585,near,fhcf_recovery_private_usd,805045573.3874182,1436837014.4634192,263682997.5229982,2388803465.447927,2241882587.850837,1068728570.9104164,3193849038.8353453,5
ssp585,near,fhcf_scaling_factor,0.9895177457955809,-0.021915403034796666,-0.04416626751461936,-0.00629166376116037,0.9676023427607843,0.9453514782809616,0.9832260820344205,5
ssp585,near,fhcf_shortfall_usd,345602104.79177666,796782969.1367861,254816246.05498344,1789849790.7637398,1142385073.9285626,600418350.84676,2135451895.5555165,5
ssp585,near,fhcf_total_postcap_usd,965536172.7988871,1693246743.390222,305123332.9688316,2817645232.611379,2658782916.1891093,1270659505.7677188,3783181405.4102664,5
ssp585,near,fhcf_total_precap_usd,1311138277.5906637,2490029712.527008,559939579.0238149,4588529440.40756,3801167990.117672,1871077856.6144786,5899667717.998224,5
ssp585,near,figa_collected_usd,48326314.97494906,77812390.70797333,15914784.141673792,117132392.74222511,126138705.6829224,64241099.11662285,165458707.71717417,5
ssp585,near,figa_residual_deficit_usd,1292311924.0864177,2486500132.8395605,622427855.4762442,5354962192.272948,3778812056.925978,1914739779.562662,6647274116.359365,5
ssp585,near,flood_insured_capped_pct,2.1724964393234587,0.7880908731209635,0.21130173450205897,1.302026665179565,2.960587312444422,2.3837981738255176,3.4745231045030236,5
ssp585,near,flood_insured_capped_usd,644954483.8175347,1007479405.5937561,192723422.72559902,2077407762.5898595,1652433889.4112906,837677906.5431337,2722362246.4073944,5
ssp585,near,flood_un_derinsured_pct,8.766038047287509,3.918819465149846,1.5089441502775782,6.334219360155271,12.684857512437354,10.274982197565087,15.100257407442779,5
ssp585,near,flood_un_derinsured_usd,2394397814.7612963,4218820948.4657826,973266604.005239,8406814343.489963,6613218763.227079,3367664418.7665353,10801212158.251259,5
ssp585,near,group_contrib_total_usd,572184876.4533527,1080739526.7872427,275198279.517174,2355036678.605048,1652924403.2405953,847383155.9705267,2927221555.058401,5
ssp585,near,group_supported_companies,1.3025,2.281128198695434,0.469250684653616,3.8042757023797575,3.5836281986954344,1.771750684653616,5.106775702379758,5
ssp585,near,insured_citizens_wind_pre_usd,1077922754.0709696,1865446879.0098653,380344548.00528663,3560612695.110259,2943369633.080835,1458267302.0762563,4638535449.181229,5
ssp585,near,insured_flood_pre_usd,644954483.8175347,1007479405.5937561,192723422.72559902,2077985486.4237442,1652433889.4112906,837677906.5431337,2722939970.2412786,5
ssp585,near,insured_private_wind_pre_usd,5491050988.223578,9895246595.65624,2265340859.2492704,18824586221.928623,15386297583.879818,7756391847.472849,24315637210.152203,5
ssp585,near,largest_entity_deficit_usd,328194908.3869914,622590564.6028149,148869795.6879765,1284055968.1589944,950785472.9898063,477064704.07496786,1612250876.5459857,5
ssp585,near,nfip_borrowed_usd,345997559.61779946,516690483.0393382,106551299.87642333,1325677164.5192707,862688042.6571376,452548859.49422276,1671674724.1370702,5
ssp585,near,nfip_claims_paid_usd,644954483.8175347,1007479405.5937561,192723422.72559902,2077407762.5898595,1652433889.4112906,837677906.5431337,2722362246.4073944,5
ssp585,near,nfip_fl_premium_base_usd,1395853723.0,0.0,0.0,0.0,1395853723.0,1395853723.0,1395853723.0,5
ssp585,near,nfip_fl_premium_depletion_usd,182250316.13919604,285592410.6162549,53711776.24590345,432618137.6106627,467842726.75545096,235962092.38509947,614868453.7498587,5
ssp585,near,nfip_policyholder_shortfall_usd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
ssp585,near,nfip_pool_used_usd,298956924.1997352,490841138.4881767,87235792.88982631,776865037.9303792,789798062.687912,386192717.0895615,1075821962.1301143,5
ssp585,near,rescued_defaults,1.29,2.258529252383342,0.46215702201034586,3.735279407571041,3.548529252383342,1.752157022010346,5.025279407571041,5
ssp585,near,total_damage_usd,19343788695.230297,34766748102.60225,7834235343.337006,66517360224.14478,54110536797.83255,27178024038.567303,85861148919.37508,5
ssp585,near,underinsured_flood_usd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
ssp585,near,underinsured_wind_usd,2969616746.555762,5319976945.932272,1180296873.5047908,10156154535.630022,8289593692.488033,4149913620.0605526,13125771282.185783,5
ssp585,near,uninsured_wind_usd,6765845907.801158,12453517928.963036,2773673313.278397,23480403296.236046,19219363836.764194,9539519221.079556,30246249204.037205,5
ssp585,near,water_total_usd,3039352298.578831,5227273669.481487,1176961305.7634768,10486050158.061842,8266625968.060318,4216313604.342308,13525402456.640673,5
ssp585,near,wind_insured_citizens_pct,3.6899013245489156,1.2827775826635728,0.4240468417578547,2.08045659044204,4.972678907212488,4.11394816630677,5.770357914990956,5
ssp585,near,wind_insured_citizens_usd,1077922754.0709696,1865446879.0098653,380344548.00528663,3560612695.110259,2943369633.080835,1458267302.0762563,4638535449.181229,5
ssp585,near,wind_insured_private_pct,20.511926737827867,8.514343786225147,3.3238432092738974,14.59923930557714,29.026270524053015,23.835769947101763,35.11116604340501,5
ssp585,near,wind_insured_private_usd,5491050988.223578,9895246595.65624,2265340859.2492704,18824586221.928623,15386297583.879818,7756391847.472849,24315637210.152203,5
ssp585,near,wind_total_usd,16304436396.651468,29539474433.12076,6657274037.573526,56031310066.08294,45843910829.77223,22961710434.224995,72335746462.7344,5
ssp585,near,wind_underinsured_pct,10.951058655424745,4.431091965285145,1.7216756203672074,7.5089525111974575,15.38215062070989,12.672734275791953,18.460011166622202,5
ssp585,near,wind_underinsured_usd,2969616746.555762,5319976945.932272,1180296873.5047908,10156154535.630022,8289593692.488033,4149913620.0605526,13125771282.185783,5
ssp585,near,wind_uninsured_pct,25.378578795587508,10.38487632755534,4.098566825332378,17.47114178578818,35.76345512314285,29.477145620919885,42.84972058137569,5
ssp585,near,wind_uninsured_usd,6765845907.801158,12453517928.963036,2773673313.278397,23480403296.236046,19219363836.764194,9539519221.079556,30246249204.037205,5
ssp585,near,year_id,5000.5,0.0,0.0,0.0,5000.5,5000.5,5000.5,5
