pathway_abs,time_category,metric,era5_baseline_abs,delta_median_abs,delta_p10_abs,delta_p90_abs,scaled_median_abs,scaled_p10_abs,scaled_p90_abs,n_models_abs,pathway_rel,era5_baseline_rel,delta_median_rel,delta_p10_rel,delta_p90_rel,scaled_median_rel,scaled_p10_rel,scaled_p90_rel,n_models_rel,diff_median,diff_median_pct
ssp245,mid,citizens_tier1_capacity_usd,539937478.65,0.0,-7.152557373046875e-08,7.152557373046876e-08,539937478.65,539937478.6499999,539937478.6500001,5,ssp245,539937478.65,0.0,-1.3247010359292595e-16,1.32470103592926e-16,539937478.65,539937478.6499999,539937478.6500001,5,0.0,0.0
ssp245,mid,citizens_tier1_capacity_usd,539937478.65,0.0,-7.152557373046875e-08,7.152557373046876e-08,539937478.65,539937478.6499999,539937478.6500001,5,ssp585,539937478.65,0.0,0.0,1.32470103592926e-16,539937478.65,539937478.65,539937478.6500001,5,0.0,0.0
ssp245,mid,citizens_tier1_usd,100789599.68242246,187008191.81308025,38121099.336552,200295410.24930862,287797791.4955027,138910699.01897445,301085009.9317311,5,ssp245,100789599.68242246,3.634698997055192,1.1141647634508265,8.663066075881828,467129456.5617177,213085820.1708922,973936561.4929262,5,-179331665.06621498,-38.390142721072756
ssp245,mid,citizens_tier1_usd,100789599.68242246,187008191.81308025,38121099.336552,200295410.24930862,287797791.4955027,138910699.01897445,301085009.9317311,5,ssp585,100789599.68242246,4.458197961800736,1.4428251362140243,12.0968450696008,550129587.5573103,246211367.5731706,1320025771.667773,5,-262331796.06180763,-47.68545484466947
ssp245,mid,citizens_tier2_capacity_usd,359958319.09999996,0.0,0.0,0.0,359958319.09999996,359958319.09999996,359958319.09999996,5,ssp245,359958319.09999996,0.0,0.0,0.0,359958319.09999996,359958319.09999996,359958319.09999996,5,0.0,0.0
ssp245,mid,citizens_tier2_capacity_usd,359958319.09999996,0.0,0.0,0.0,359958319.09999996,359958319.09999996,359958319.09999996,5,ssp585,359958319.09999996,0.0,-9.935257769469449e-17,0.0,359958319.09999996,359958319.0999999,359958319.09999996,5,0.0,0.0
ssp245,mid,citizens_tier2_usd,49554667.266172744,98545518.28680031,18406356.13232754,105814425.32551926,148100185.55297306,67961023.3985003,155369092.591692,5,ssp245,49554667.266172744,4.268426457670688,1.336340457814135,10.01080274988976,261075120.12617207,115776574.00747715,545636666.6042469,5,-112974934.573199,-43.27296086988321
ssp245,mid,citizens_tier2_usd,49554667.266172744,98545518.28680031,18406356.13232754,105814425.32551926,148100185.55297306,67961023.3985003,155369092.591692,5,ssp585,49554667.266172744,5.363000525908557,1.7230681788000435,14.663971534636993,315316373.8758807,134940737.54353917,776222897.4657375,5,-167216188.32290766,-53.03124169147323
ssp245,mid,defaulted_premium_base_pct,4.590575368681856,9.502759464073053,1.8266272215029151,10.632557601048592,14.093334832754909,6.417202590184771,15.223132969730448,5,ssp245,4.590575368681856,4.854867304055447,1.4455824377757858,11.665191572819628,26.877209632897678,11.22663050093445,58.1405164738228,5,-12.783874800142769,-47.563995573764174
ssp245,mid,defaulted_premium_base_pct,4.590575368681856,9.502759464073053,1.8266272215029151,10.632557601048592,14.093334832754909,6.417202590184771,15.223132969730448,5,ssp585,4.590575368681856,6.255411917739236,2.036989104514393,17.86465502793065,33.30651523921453,13.94152737813894,86.59962070989877,5,-19.213180406459617,-57.68595203811159
