pathway,time_category,metric,n_models,delta_median,delta_mean,delta_std,delta_p10,delta_p90,delta_min,delta_max
ssp585,near,fhcf_scaling_factor,5,-0.021917175044936996,-0.025055103653765304,0.018909769731924646,-0.04429442019308445,-0.006298555059006153,-0.044811295961458955,-0.001436893851215027
ssp585,near,fhcf_shortfall_usd,5,26.882858719197877,107.33339749247546,201.84350159655563,5.517050808397995,292.04006063820066,0.3882243666733788,467.82907537996084
ssp585,near,fhcf_total_postcap_usd,5,6.931750927960768,8.997441954660232,7.293408053332054,2.442318184286089,16.66220109591095,0.09515548188647993,19.31652322841794
ssp585,near,fhcf_total_precap_usd,5,9.10855485033655,12.305663723819837,10.309328757983973,3.548325030628648,23.027868742437647,0.17663392506647038,27.86480740273971
ssp585,near,figa_collected_usd,5,4.406981979193844,5.213159450390427,4.171926144656333,1.1991474600623366,9.6398110645747,0.3539287816015427,10.523233296067051
ssp585,near,figa_residual_deficit_usd,5,12.4409917937553,17.31180648516004,15.102148192658175,4.513917193826087,33.225013925965165,0.19079599789235627,40.26777833697408
ssp585,near,flood_insured_capped_pct,5,0.43356724877527064,0.5857021426089692,0.4779857342741041,0.1487397229575912,1.0977420108926874,0.1277666558723994,1.1147550848398429
ssp585,near,flood_insured_capped_usd,5,9.010155488762292,8.921602158580548,6.530466286832558,2.3894120751095187,15.320226441038594,0.0006228349920525349,17.351859137467596
ssp585,near,flood_un_derinsured_pct,5,0.4933976462374882,0.6347135002496834,0.4465504462612394,0.22980237260976838,1.114908736311376,0.22482050277634677,1.1383953318075175
ssp585,near,flood_un_derinsured_usd,5,9.850473109805261,10.115845207986037,7.344111188850007,2.7308237952336243,17.42581128361297,0.15168280473342252,19.173986729249698
ssp585,near,group_contrib_total_usd,5,12.365897924908898,17.065410710673383,14.832242838282054,4.656690685429195,32.54052854931698,0.18430772864919256,39.879477188165644
ssp585,near,group_supported_companies,5,6.216472694717995,7.087915965172712,5.613822569664302,1.580774380472592,12.961109324717558,0.30040174523209795,13.962802518427518
ssp585,near,insured_citizens_wind_pre_usd,5,7.779949040099188,9.001713311686121,6.928170492677712,2.340478939633842,16.171446420538885,0.11647401476959342,17.98591774943121
ssp585,near,insured_flood_pre_usd,5,9.01644629469325,8.92286031976674,6.53048821867185,2.3894120751095187,15.320226441038594,0.0006228349920525349,17.351859137467596
ssp585,near,insured_private_wind_pre_usd,5,8.490010906200652,9.73051483479357,7.568156911304774,2.3976055707357427,17.60763454579402,0.23493641577500332,19.466137631339404
ssp585,near,largest_entity_deficit_usd,5,10.932182556503069,14.211092724824576,11.728451057163724,3.630360293057332,26.62294333440888,0.18653605524498426,30.83341994684644
ssp585,near,nfip_borrowed_usd,5,15.71153321383595,16.363195600435123,12.392791610226869,5.945036875141826,27.40871798837403,-0.19518424533289724,34.75506898623285
ssp585,near,nfip_claims_paid_usd,5,9.010155488762292,8.921602158580548,6.530466286832558,2.3894120751095187,15.320226441038594,0.0006228349920525349,17.351859137467596
ssp585,near,nfip_fl_premium_base_usd,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ssp585,near,nfip_fl_premium_depletion_usd,5,4.045209956759715,4.78360519930958,3.8312564751367275,1.054659382181871,8.81528646282141,0.2831742120852596,9.320922933354774
ssp585,near,nfip_pool_used_usd,5,4.879636544917069,5.783524620276609,4.642537070270771,1.2694585891344266,10.660584020516188,0.19714335709399386,11.377096578227132
ssp585,near,rescued_defaults,5,6.118314424635332,7.006085941721004,5.56538260611101,1.557477389650874,12.838387876463838,0.3050994549418604,13.84999630769231
ssp585,near,total_damage_usd,5,8.779211599489296,9.785749976675808,7.5339638176902985,2.436216069951405,17.566666773659247,0.206914038336662,19.50842361193711
ssp585,near,underinsured_wind_usd,5,8.785096723413512,9.79556335054841,7.605853474586451,2.353902521751335,17.669561169833553,0.20355549099149906,19.528322908275857
ssp585,near,uninsured_wind_usd,5,8.819709199386548,9.854021882390187,7.669839311588198,2.4035179879935744,17.794434814180136,0.19000218716931547,19.898961398570446
ssp585,near,water_total_usd,5,9.67028273710879,9.887283927634986,7.187888008679263,2.6735002214547614,17.033096595171102,0.13764036741675348,18.863069913580286
ssp585,near,wind_insured_citizens_pct,5,0.4318591958159023,0.5998132894958204,0.44901992927383017,0.1959414918575836,1.0909159542846383,0.14454385881496426,1.155328868569746
ssp585,near,wind_insured_citizens_usd,5,7.779949040099188,9.001713311686121,6.928170492677712,2.340478939633842,16.171446420538885,0.11647401476959342,17.98591774943121
ssp585,near,wind_insured_private_pct,5,0.4548757669317575,0.6182815814296218,0.4514323311339293,0.21682532585038727,1.1045904844145167,0.21525085510070838,1.1187639157911087
ssp585,near,wind_insured_private_usd,5,8.490010906200652,9.73051483479357,7.568156911304774,2.3976055707357427,17.60763454579402,0.23493641577500332,19.466137631339404
ssp585,near,wind_total_usd,5,8.628601906492744,9.773387252179475,7.600104910588037,2.3988355934933008,17.665969317811832,0.22010461980048646,19.627251227915917
ssp585,near,wind_underinsured_pct,5,0.45435168038209206,0.6212777166293206,0.45520757948291535,0.21759819122487123,1.1125185039907148,0.21711635536379617,1.129393315185111
ssp585,near,wind_underinsured_usd,5,8.785096723413512,9.79556335054841,7.605853474586451,2.353902521751335,17.669561169833553,0.20355549099149906,19.528322908275857
ssp585,near,wind_uninsured_pct,5,0.460344618993439,0.6233980987169592,0.4506711822654903,0.220126617710038,1.1105249161759032,0.20702924176639986,1.132936678480591
ssp585,near,wind_uninsured_usd,5,8.819709199386548,9.854021882390187,7.669839311588198,2.4035179879935744,17.794434814180136,0.19000218716931547,19.898961398570446
ssp585,near,year_id,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
