countyfp,county_name,value
001,Alachua,0.0
003,Baker,0.0
005,Bay,0.0
007,Bradford,0.0
009,Brevard,0.0
011,Broward,0.0318412837641481
013,Calhoun,0.0
015,Charlotte,2827758840.101319
017,Citrus,10036083.326868625
019,Clay,0.0
021,Collier,14644017719.171986
023,Columbia,0.0
027,DeSoto,505424420.92527
029,Dixie,0.0
031,Duval,0.0
033,Escambia,0.0
035,Flagler,0.0
037,Franklin,0.0
039,Gadsden,0.0
041,Gilchrist,0.0
043,Glades,22259379.60821421
045,Gulf,0.0
047,Hamilton,0.0
049,Hardee,176162628.64321858
051,Hendry,90368367.1232433
053,Hernando,47298061.908350036
055,Highlands,210263444.84893826
057,Hillsborough,3061790934.8808827
059,Holmes,0.0
061,Indian River,0.0
063,Jackson,0.0
065,Jefferson,0.0
067,Lafayette,0.0
069,Lake,20940084.821217395
071,Lee,29586072476.486397
073,Leon,0.0
075,Levy,0.0
077,Liberty,0.0
079,Madison,0.0
081,Manatee,894009162.392256
083,Marion,2422870.9553554547
085,Martin,0.0
086,Miami-Dade,2114.636582657825
087,Monroe,34565975.849455744
089,Nassau,0.0
091,Okaloosa,0.0
093,Okeechobee,54.27364977646702
095,Orange,1629781.720370521
097,Osceola,4301822.816383905
099,Palm Beach,0.0
101,Pasco,464410186.6738079
103,Pinellas,182045226.95894253
105,Polk,3161085406.8198156
107,Putnam,0.0
109,St. Johns,0.0
111,St. Lucie,0.0
113,Santa Rosa,0.0
115,Sarasota,2881651284.60725
117,Seminole,0.0
119,Sumter,12612049.326390913
121,Suwannee,0.0
123,Taylor,0.0
125,Union,0.0
127,Volusia,0.0
129,Wakulla,0.0
131,Walton,0.0
133,Washington,0.0
nan,,173629355.6784454
