scenario,n_iter,defaults_pre_mean,defaults_post_mean,any_defaults_share,defaulted_premium_base_pct_mean,largest_entity_deficit_mean,group_shortfall_total_mean,groups_with_shortfall_mean,groups_fully_funded_share_mean,wind_total_mean,water_total_mean,total_damage_mean,figa_residual_mean,figa_collected_mean,citizens_residual_mean,citizens_tier1_mean,citizens_tier2_mean,citizens_tier1_capacity_mean,citizens_tier2_capacity_mean,citizens_collected_mean,nfip_borrowed_mean,nfip_claims_paid_mean,nfip_pool_used_mean,nfip_fl_premium_base_usd,p_fhcf_cap_binds,fhcf_shortfall_mean,fhcf_recovery_private_mean,fhcf_recovery_citizens_mean,catbond_payout_mean,catbond_triggers_mean,wind_insured_private_mean,wind_insured_citizens_mean,wind_underinsured_mean,wind_uninsured_mean,flood_insured_capped_mean,flood_un_derinsured_mean
great_miami,100,27.37,17.63,1.0,33.85505036184015,1893253318.4637067,21560445.662105165,0.83,0.9843396226415095,122882299981.91483,47472420970.24499,170354720952.1598,6827499073.02256,325972481.4,5373732795.764678,539937478.65,359958319.1,539937478.65,359958319.1,899895797.75,10553692068.59956,13975885481.858265,3422193413.2587037,1395853723.0,0.0,0.0,9982649373.836973,4286326225.710083,2095769420.1272955,13.34,37831335998.89831,10758305303.2278,22915269968.38998,51377388711.39873,13975885481.858265,33496535488.38673
