countyfp,county_name,value
001,Alachua,0.0
003,Baker,0.0
005,Bay,0.0
007,Bradford,0.0
009,Brevard,5745332.693367645
011,Broward,6191952429.179237
013,Calhoun,0.0
015,Charlotte,113039523.92595479
017,Citrus,0.0
019,Clay,0.0
021,Collier,716349342.0964472
023,Columbia,0.0
027,DeSoto,24770457.755658183
029,Dixie,0.0
031,Duval,0.0
033,Escambia,0.0
035,Flagler,2833168.075043905
037,Franklin,0.0
039,Gadsden,0.0
041,Gilchrist,0.0
043,Glades,16037695.354766471
045,Gulf,0.0
047,Hamilton,0.0
049,Hardee,7809507.30540074
051,Hendry,78107943.8540248
053,Hernando,106771.80028414541
055,Highlands,121768507.29316734
057,Hillsborough,62020150.42617839
059,Holmes,0.0
061,Indian River,4794.299502132922
063,Jackson,0.0
065,Jefferson,0.0
067,Lafayette,0.0
069,Lake,15522546.76610073
071,Lee,1292122911.2644477
073,Leon,0.0
075,Levy,0.0
077,Liberty,0.0
079,Madison,0.0
081,Manatee,15064013.85447129
083,Marion,13191.031862092568
085,Martin,374211.67289188126
086,Miami-Dade,25344008601.43998
087,Monroe,6907082.7665850865
089,Nassau,0.0
091,Okaloosa,0.0
093,Okeechobee,6291038.133132086
095,Orange,506534606.9144025
097,Osceola,186899027.9569743
099,Palm Beach,467066237.7148763
101,Pasco,6975896.346643362
103,Pinellas,1425637.2936527513
105,Polk,255287171.5814761
107,Putnam,500.3423864032242
109,St. Johns,7225.06012037844
111,St. Lucie,1206187.2560812007
113,Santa Rosa,0.0
115,Sarasota,69417164.30049902
117,Seminole,95309612.39157134
119,Sumter,507554.8052953374
121,Suwannee,0.0
123,Taylor,0.0
125,Union,0.0
127,Volusia,26954675.319103796
129,Wakulla,0.0
131,Walton,0.0
133,Washington,0.0
nan,nan,6712545.761890391
