countyfp,county_name,value
001,Alachua,252389841.67549863
003,Baker,4026013.188214356
005,Bay,0.0
007,Bradford,9671902.948101956
009,Brevard,2529337121.5249467
011,Broward,24960676704.75933
013,Calhoun,0.0
015,Charlotte,614626634.1222036
017,Citrus,412855732.7079445
019,Clay,163017851.78738478
021,Collier,640229041.9662167
023,Columbia,4474695.61091901
027,DeSoto,144687047.05548087
029,Dixie,221405.7101594239
031,Duval,530661020.28943753
033,Escambia,0.0
035,Flagler,237550391.47742411
037,Franklin,0.0
039,Gadsden,0.0
041,Gilchrist,350870.7166358855
043,Glades,44117259.56956732
045,Gulf,0.0
047,Hamilton,13257.459036807484
049,Hardee,109737829.41851783
051,Hendry,193289239.7802138
053,Hernando,1125888264.0281024
055,Highlands,1004243179.9131808
057,Hillsborough,14898347241.666334
059,Holmes,0.0
061,Indian River,2403003694.6732335
063,Jackson,0.0
065,Jefferson,0.0
067,Lafayette,16276.211493360914
069,Lake,2494181412.427405
071,Lee,2978648811.702102
073,Leon,0.0
075,Levy,6414976.886007333
077,Liberty,0.0
079,Madison,0.0
081,Manatee,1962707852.7301002
083,Marion,1161849032.1363616
085,Martin,3058065165.6470094
086,Miami-Dade,15268469849.248781
087,Monroe,380989.0127466444
089,Nassau,2913304.0957597257
091,Okaloosa,0.0
093,Okeechobee,363899052.915745
095,Orange,11664872254.928822
097,Osceola,4104623407.976575
099,Palm Beach,27684047333.35382
101,Pasco,4088553669.3523192
103,Pinellas,5203097687.089974
105,Polk,9557759081.181982
107,Putnam,62244011.48550347
109,St. Johns,191099059.2833939
111,St. Lucie,10548420110.521223
113,Santa Rosa,0.0
115,Sarasota,1975922643.4658306
117,Seminole,2572843124.503868
119,Sumter,729321872.3858109
121,Suwannee,241258.71635188
123,Taylor,5868.986332610799
125,Union,1263441.5516234546
127,Volusia,916847993.9693867
129,Wakulla,0.0
131,Walton,0.0
133,Washington,0.0
nan,nan,102540336.72425736
