countyfp,county_name,value
001,Alachua,1.5849971673704175
003,Baker,0.0
005,Bay,0.0
007,Bradford,0.0
009,Brevard,533101158.9258002
011,Broward,1374922120.4944603
013,Calhoun,0.0
015,Charlotte,2197575.9926372473
017,Citrus,26677645.303810146
019,Clay,0.0
021,Collier,4321147.312476353
023,Columbia,67.14060885197769
027,DeSoto,843721.9585848035
029,Dixie,144228.16699878866
031,Duval,0.0
033,Escambia,0.0
035,Flagler,0.0
037,Franklin,0.0
039,Gadsden,704.8883911706369
041,Gilchrist,23818.228130148007
043,Glades,3378071.24855384
045,Gulf,0.0
047,Hamilton,1480.0735184836358
049,Hardee,2236753.761169667
051,Hendry,16999909.748768594
053,Hernando,58623370.23892386
055,Highlands,35869124.115549125
057,Hillsborough,408431534.5852699
059,Holmes,0.0
061,Indian River,610886005.0191367
063,Jackson,0.0
065,Jefferson,108171.72709208832
067,Lafayette,40615.54270770212
069,Lake,64047241.135031864
071,Lee,17525264.18542652
073,Leon,863154.1940758086
075,Levy,91672.7300785479
077,Liberty,0.0
079,Madison,237842.79681600703
081,Manatee,19401545.79534767
083,Marion,7893739.698611185
085,Martin,261039964.75577438
086,Miami-Dade,228755190.48889753
087,Monroe,2.3812917408503336
089,Nassau,0.0
091,Okaloosa,0.0
093,Okeechobee,62496375.29314852
095,Orange,881764292.9931296
097,Osceola,461650735.42371297
099,Palm Beach,4518273252.026148
101,Pasco,114047001.98560847
103,Pinellas,61718568.97540866
105,Polk,439658926.32956576
107,Putnam,0.0
109,St. Johns,0.0
111,St. Lucie,1203553138.5565493
113,Santa Rosa,0.0
115,Sarasota,14658662.665243696
117,Seminole,75319840.47111194
119,Sumter,12387872.916772546
121,Suwannee,57523.96389858952
123,Taylor,960400.0597783673
125,Union,0.0
127,Volusia,3154175.337892961
129,Wakulla,0.056139750126306606
131,Walton,0.0
133,Washington,0.0
nan,nan,9862561.88531097
