countyfp,county_name,value
001,Alachua,0.0
003,Baker,0.0
005,Bay,61937572.73549524
007,Bradford,0.0
009,Brevard,0.0
011,Broward,54581000444.59401
013,Calhoun,198.09856050633005
015,Charlotte,1384878902.0780926
017,Citrus,0.0
019,Clay,0.0
021,Collier,3891336099.0777063
023,Columbia,0.0
027,DeSoto,43166876.540215224
029,Dixie,0.0
031,Duval,0.0
033,Escambia,1829742730.7864969
035,Flagler,0.0
037,Franklin,62977.051182111114
039,Gadsden,0.0
041,Gilchrist,0.0
043,Glades,13878275.10162629
045,Gulf,741327.2320570404
047,Hamilton,0.0
049,Hardee,2815491.518530311
051,Hendry,80604135.8901618
053,Hernando,0.0
055,Highlands,4057373.7069034358
057,Hillsborough,458421364.2618109
059,Holmes,14131.555045021452
061,Indian River,0.0
063,Jackson,0.79846444324031
065,Jefferson,0.0
067,Lafayette,0.0
069,Lake,0.0
071,Lee,8866694329.492903
073,Leon,0.0
075,Levy,0.0
077,Liberty,32.90560526446544
079,Madison,0.0
081,Manatee,2415337152.613483
083,Marion,0.0
085,Martin,1036946.5967566152
086,Miami-Dade,86401954307.41783
087,Monroe,14347572.58778578
089,Nassau,0.0
091,Okaloosa,238548317.79244748
093,Okeechobee,419752.88200940826
095,Orange,0.0
097,Osceola,0.0
099,Palm Beach,3546069512.858318
101,Pasco,24890919.272127677
103,Pinellas,1294731102.42619
105,Polk,6291498.1901172
107,Putnam,0.0
109,St. Johns,0.0
111,St. Lucie,631.1194534691452
113,Santa Rosa,522152106.7787354
115,Sarasota,4638099202.55701
117,Seminole,0.0
119,Sumter,0.0
121,Suwannee,0.0
123,Taylor,0.0
125,Union,0.0
127,Volusia,0.0
129,Wakulla,0.0
131,Walton,31431841.692349415
133,Washington,57823.950331306834
nan,nan,80501856.5408508
