countyfp,county_name,value
001,Alachua,0.0
003,Baker,0.0
005,Bay,0.0
007,Bradford,0.0
009,Brevard,3226759.2363191363
011,Broward,0.02876501354826968
013,Calhoun,0.0
015,Charlotte,1479511751.2601154
017,Citrus,0.0
019,Clay,0.0
021,Collier,2672850327.89901
023,Columbia,0.0
027,DeSoto,157305847.2766629
029,Dixie,0.0
031,Duval,0.0
033,Escambia,0.0
035,Flagler,0.0
037,Franklin,0.0
039,Gadsden,0.0
041,Gilchrist,0.0
043,Glades,24597529.774720926
045,Gulf,0.0
047,Hamilton,0.0
049,Hardee,20211617.706661943
051,Hendry,84910228.35131887
053,Hernando,0.0
055,Highlands,261035004.84658194
057,Hillsborough,159038634.35221177
059,Holmes,0.0
061,Indian River,5363958.795598484
063,Jackson,0.0
065,Jefferson,0.0
067,Lafayette,0.0
069,Lake,0.0
071,Lee,15321185975.658827
073,Leon,0.0
075,Levy,0.0
077,Liberty,0.0
079,Madison,0.0
081,Manatee,579804796.1839651
083,Marion,0.0
085,Martin,71173.45484117979
086,Miami-Dade,60.83948009764628
087,Monroe,1388413.7631569763
089,Nassau,0.0
091,Okaloosa,0.0
093,Okeechobee,15017919.743052421
095,Orange,419569.6304202147
097,Osceola,10229563.878743812
099,Palm Beach,1735014.6529669813
101,Pasco,1161547.2631238068
103,Pinellas,53300913.781343214
105,Polk,107944769.11495355
107,Putnam,0.0
109,St. Johns,0.0
111,St. Lucie,5773414.0776222935
113,Santa Rosa,0.0
115,Sarasota,2714701489.596121
117,Seminole,0.0
119,Sumter,0.0
121,Suwannee,0.0
123,Taylor,0.0
125,Union,0.0
127,Volusia,0.0
129,Wakulla,0.0
131,Walton,0.0
133,Washington,0.0
nan,nan,59517263.48660755
