total_damage_mean,total_damage_median,total_damage_rp10,total_damage_rp25,total_damage_rp50,total_damage_rp100,total_damage_rp250,total_damage_rp500,defaults_mean,defaults_median,defaults_rp10,defaults_rp25,defaults_rp50,defaults_rp100,defaults_rp250,defaults_rp500,prob_any_defaults,prob_10plus_defaults,prob_20plus_defaults,figa_deficit_mean,figa_deficit_median,figa_deficit_rp10,figa_deficit_rp25,figa_deficit_rp50,figa_deficit_rp100,figa_deficit_rp250,figa_deficit_rp500,prob_figa_exhaustion,citizens_deficit_mean,citizens_deficit_median,citizens_deficit_rp10,citizens_deficit_rp25,citizens_deficit_rp50,citizens_deficit_rp100,citizens_deficit_rp250,citizens_deficit_rp500,prob_citizens_exhaustion,nfip_borrowed_mean,nfip_borrowed_median,nfip_borrowed_rp10,nfip_borrowed_rp25,nfip_borrowed_rp50,nfip_borrowed_rp100,nfip_borrowed_rp250,nfip_borrowed_rp500,prob_nfip_borrowing
59.715610318507515,4.286049832270467,193.8978929295496,373.772790914276,544.4960170070623,626.7508625576537,899.347137344095,1047.1560379622713,1.0576,0.0,4.0,11.0,13.0,15.0,17.0,17.0,0.1208,0.0587,0.0001,0.1213435090037959,0.0,0.0,0.9839288429378793,2.0129595858771543,3.2298599452114485,4.920200692585087,6.251735575527055,0.0847,0.11696432351254377,0.0,0.0,1.1073455264714134,2.0556709157243076,2.877296801080324,3.8286053480233666,4.49639770984908,0.0908,0.29228438793676104,0.0,0.0,1.7617316705949755,4.783706300788559,8.344496163905168,13.85266074853456,16.458788500101374,0.06
