scenario,n_iter,defaults_pre_mean,defaults_post_mean,any_defaults_share,defaulted_premium_base_pct_mean,largest_entity_deficit_mean,group_shortfall_total_mean,groups_with_shortfall_mean,groups_fully_funded_share_mean,wind_total_mean,water_total_mean,total_damage_mean,figa_residual_mean,figa_collected_mean,citizens_residual_mean,citizens_tier1_mean,citizens_tier2_mean,citizens_tier1_capacity_mean,citizens_tier2_capacity_mean,citizens_collected_mean,nfip_borrowed_mean,nfip_claims_paid_mean,nfip_pool_used_mean,nfip_fl_premium_base_usd,p_fhcf_cap_binds,fhcf_shortfall_mean,fhcf_recovery_private_mean,fhcf_recovery_citizens_mean,catbond_payout_mean,catbond_triggers_mean,wind_insured_private_mean,wind_insured_citizens_mean,wind_underinsured_mean,wind_uninsured_mean,flood_insured_capped_mean,flood_un_derinsured_mean
lake_okeechobee,100,15.46,10.04,0.98,25.46073818248814,399775788.04762995,1707487.329005246,0.18,0.9966037735849056,50220498047.28826,106661627736.52615,156882125783.81442,1022810034.7240043,363347140.4214769,985820529.8616388,535043087.1535742,345064634.3294591,539937478.65,359958319.1,880107721.4830333,13112591434.338633,16553591434.338633,3441000000.0,1395853723.0,0.0,0.0,6450829413.803669,704259391.4242994,1615259384.9691236,11.45,17253420506.490456,2757101568.8692446,9283368224.845016,20926607747.083546,16553591434.338633,90108036302.18752
