admin2_name,wind_weighted_present,rain_weighted_present,surge_weighted_present,is_coastal_present,n_extreme_events_present,mean_compound_hazard_present,wind_share_present,rain_share_present,surge_share_present,wind_deviation_pp_present,water_deviation_pp_present,wind_scaling_present,water_scaling_present,wind_weighted_future,rain_weighted_future,surge_weighted_future,is_coastal_future,n_extreme_events_future,mean_compound_hazard_future,wind_share_future,rain_share_future,surge_share_future,wind_deviation_pp_future,water_deviation_pp_future,wind_scaling_future,water_scaling_future,wind_share_change_pp,rain_share_change_pp,surge_share_change_pp,compound_hazard_change
Liberty,5.204603472598172,0.5323197087239822,0.0,0.0,116.0,5.736923181322153,90.7211637336008,9.278836266399189,0.0,20.721163733600804,-20.72116373360081,1.2960166247657257,0.3092945422133063,5.236869662236789,0.6067772154355314,0.0,0.0,879.0,5.843646877672321,89.61646334664857,10.383536653351422,0.0,19.616463346648572,-19.61646334664858,1.2802351906664082,0.3461178884450473,-1.1047003869522314,1.1047003869522332,0.0,1.0186029502186174
Madison,5.387412725806801,0.5712386145618172,0.0,0.0,116.0,5.958651340368618,90.413290156922,9.586709843077996,0.0,20.413290156922002,-20.413290156922002,1.2916184308131715,0.3195569947692666,5.094425512785138,0.550833863331646,0.0,0.0,861.0,5.645259376116784,90.24254110161809,9.757458898381905,0.0,20.242541101618087,-20.242541101618095,1.289179158594544,0.3252486299460635,-0.17074905530391504,0.1707490553039097,0.0,0.9474055543192016
Manatee,6.560682202182311,0.6909962634804196,0.9590084259189747,1.0,244.0,8.210686891581705,79.90418205946789,8.415815541436464,11.680002399095644,9.904182059467885,-9.904182059467892,1.1414883151352555,0.6698605980177369,6.398132898806368,0.7597275319977401,0.8742865320380463,1.0,1546.0,8.032146962842154,79.65657162904306,9.45858604819293,10.884842322764001,9.656571629043057,-9.656571629043071,1.1379510232720436,0.6781142790318977,-0.2476104304248281,1.0427705067564652,-0.7951600763316424,0.9782551775390916
Marion,5.108585436532103,0.5349825911090856,0.0,0.0,122.0,5.643568027641189,90.52049007846037,9.479509921539645,0.0,20.52049007846037,-20.520490078460355,1.2931498582637195,0.3159836640513215,5.100525073971844,0.5159783412351977,0.0,0.0,876.0,5.616503415207041,90.813174975766,9.186825024233999,0.0,20.813174975766003,-20.813174975766003,1.2973310710823716,0.3062275008077999,0.29268489730563374,-0.2926848973056462,0.0,0.995204343723405
Martin,6.417887601463687,0.7261153031719143,0.7352787306803544,1.0,235.0,7.879281635315955,81.45269960522654,9.215501320797724,9.331799073975734,11.452699605226542,-11.452699605226542,1.1636099943603793,0.6182433464924486,6.33196934892948,0.76371060255056,0.7971340830089442,1.0,1514.0,7.892814034488984,80.22448421134553,9.676024282510616,10.099491506143842,10.224484211345526,-10.22448421134554,1.1460640601620788,0.6591838596218154,-1.2282153938810154,0.46052296171289164,0.7676924321681078,1.0017174661091406
Miami-Dade,6.524181813335388,0.7810903448289681,0.8802402006991935,1.0,244.0,8.18551235886355,79.70401273990849,9.542351298061106,10.7536359620304,9.704012739908492,-9.704012739908492,1.138628753427264,0.6765329086697169,6.726763709472085,0.9026495290152212,0.8670985172482752,1.0,1550.0,8.49651175573558,79.17088686343752,10.623766022637309,10.205347113925187,9.170886863437516,-9.170886863437502,1.1310126694776788,0.6943037712187499,-0.5331258764709759,1.0814147245762022,-0.5482888481052122,1.0379938827574147
Monroe,6.431602267898142,0.8210642792964602,0.9236904942499237,1.0,244.0,8.176357041444525,78.66097621835095,10.041932796410782,11.297090985238267,8.660976218350953,-8.660976218350953,1.123728231690728,0.7113007927216348,6.738142038796138,0.8996000841158026,0.9146976343118095,1.0,1549.0,8.55243975722375,78.7861970393281,10.51863689955796,10.695166061113934,8.786197039328101,-8.786197039328108,1.12551710056183,0.7071267653557297,0.12522082097714815,0.4767041031471777,-0.601924924124333,1.0459963665814649
Nassau,6.182014997506513,0.7270819355939856,0.8484635492473483,1.0,206.0,7.757560482347845,79.69019399298978,9.37255903126304,10.937246975747183,9.690193992989776,-9.690193992989776,1.1384313427569968,0.6769935335670074,6.0637134578547345,0.7448778150549146,0.7803833719350156,1.0,1350.0,7.588974644844665,79.90161703826392,9.815262929636011,10.283120032100053,9.901617038263922,-9.901617038263936,1.1414516719751988,0.6699460987245355,0.21142304527414524,0.4427038983729723,-0.65412694364713,0.9782681890928477
Okaloosa,6.738903126687225,0.791137974196264,1.1076526559679185,1.0,243.0,8.637693756851405,78.01738885847783,9.15913432990993,12.823476811612242,8.01738885847783,-8.01738885847783,1.1145341265496833,0.7327537047174058,6.271321586416215,0.7459540650671375,1.0089818181824273,1.0,1546.0,8.02625746966578,78.13506618891654,9.29392145575165,12.571012355331808,8.13506618891654,-8.13506618891654,1.1162152312702363,0.7288311270361154,0.11767733043870976,0.13478712584172037,-0.2524644562804337,0.9292130162984031
Okeechobee,5.3010965569262725,0.5475267286174735,0.0,0.0,126.0,5.848623285543747,90.63836561382206,9.361634386177943,0.0,20.63836561382206,-20.638365613822057,1.2948337944831723,0.3120544795392648,5.165643953341081,0.5587957542905247,0.0,0.0,878.0,5.724439707631606,90.23842012790247,9.761579872097515,0.0,20.238420127902472,-20.238420127902486,1.289120287541464,0.3253859957365838,-0.3999454859195879,0.3999454859195719,0.0,0.9787670410882695
Orange,5.274126026861436,0.539771445762902,0.0,0.0,122.0,5.813897472624338,90.71584168271798,9.284158317282026,0.0,20.71584168271798,-20.715841682717972,1.2959405954673997,0.3094719439094009,5.107984267154438,0.563381481439433,0.0,0.0,876.0,5.67136574859387,90.06621144864242,9.933788551357578,0.0,20.06621144864242,-20.06621144864242,1.2866601635520345,0.33112628504525266,-0.6496302340755591,0.649630234075552,0.0,0.9754843072652036
Osceola,5.249245679935636,0.5488272016133846,0.0,0.0,124.0,5.79807288154902,90.53431695624428,9.465683043755725,0.0,20.534316956244282,-20.534316956244275,1.293347385089204,0.31552276812519087,5.1180663422640995,0.5411914147480107,0.0,0.0,876.0,5.65925775701211,90.43706015903858,9.56293984096142,0.0,20.43706015903858,-20.43706015903858,1.2919580022719797,0.3187646613653806,-0.09725679720570213,0.09725679720569502,0.0,0.9760584029602912
Palm Beach,6.3065874910657875,0.7636908977396365,0.6182945572005977,1.0,241.0,7.688572946006021,82.02546214173421,9.932804216110748,8.041733642155048,12.02546214173421,-12.025462141734202,1.1717923163104886,0.5991512619421933,6.419949701617777,0.8009969723787572,0.6739140157601364,1.0,1540.0,7.894860689756671,81.31808722030341,10.145802489181666,8.536110290514921,11.318087220303411,-11.318087220303411,1.1616869602900488,0.6227304259898863,-0.707374921430798,0.21299827307091768,0.49437664835987327,1.0268304333195941
Pasco,6.321445902127579,0.7061950986569638,0.9470705250823789,1.0,240.0,7.974711525866921,79.2686466666941,8.855431276308071,11.875922056997844,9.268646666694096,-9.268646666694085,1.1324092380956299,0.6910451111101972,6.2965248295466925,0.725519183630854,0.8933484184751657,1.0,1535.0,7.9153924316527124,79.54785418304265,9.165928157012017,11.286217659945345,9.547854183042645,-9.547854183042638,1.1363979169006093,0.6817381938985787,0.27920751634854923,0.3104968807039459,-0.5897043970524987,0.992561599999975
Pinellas,6.4251723341841345,0.7006142512932665,0.9814834668229524,1.0,244.0,8.107270052300352,79.25198362377306,8.641802317840325,12.106214058386604,9.251983623773057,-9.251983623773071,1.1321711946253294,0.6916005458742309,6.471411760865404,0.7587820218800619,0.9738519795175161,1.0,1548.0,8.20404576226298,78.88073699725862,9.248876028584725,11.870386974156654,8.880736997258623,-8.880736997258623,1.1268676713894088,0.7039754334247126,-0.3712466265144343,0.6070737107444,-0.2358270842299497,1.0119369046964422
Polk,5.2383383531854655,0.5259124143969472,0.0,0.0,125.0,5.764250767582412,90.8763092446528,9.123690755347212,0.0,20.876309244652802,-20.876309244652788,1.2982329892093256,0.3041230251782404,5.1140679939489715,0.5007552411423836,0.0,0.0,896.0,5.614823235091355,91.08154931730034,8.918450682699651,0.0,21.081549317300343,-21.08154931730035,1.3011649902471478,0.29728168942332167,0.20524007264754118,-0.20524007264756072,0.0,0.9740768508317814
Putnam,5.140683776856078,0.5431661718721797,0.0,0.0,118.0,5.683849948728257,90.44369262433271,9.556307375667284,0.0,20.443692624332712,-20.443692624332716,1.2920527517761817,0.3185435791889095,5.0987607215514625,0.5566007224321836,0.0,0.0,858.0,5.655361443983646,90.15799913152654,9.842000868473459,0.0,20.157999131526537,-20.15799913152654,1.2879714161646647,0.32806669561578194,-0.28569349280617473,0.28569349280617473,0.0,0.9949878154769048
