admin2_name,wind_weighted,rain_weighted,surge_weighted,is_coastal,n_extreme_events,mean_compound_hazard,wind_share,rain_share,surge_share,wind_deviation_pp,water_deviation_pp,wind_scaling,water_scaling
Pinellas,6.471411760865404,0.7587820218800619,0.9738519795175161,1.0,1548.0,8.20404576226298,78.88073699725862,9.248876028584725,11.870386974156654,8.880736997258623,-8.880736997258623,1.1268676713894088,0.7039754334247126
Polk,5.1140679939489715,0.5007552411423836,0.0,0.0,896.0,5.614823235091355,91.08154931730034,8.918450682699651,0.0,21.081549317300343,-21.08154931730035,1.3011649902471478,0.29728168942332167
Putnam,5.0987607215514625,0.5566007224321836,0.0,0.0,858.0,5.655361443983646,90.15799913152654,9.842000868473459,0.0,20.157999131526537,-20.15799913152654,1.2879714161646647,0.32806669561578194
Santa Rosa,6.195466996822956,0.6689901223621992,0.9481257450402247,1.0,1026.0,7.812582864225381,79.30113644224673,8.562982741924872,12.135880815828399,9.30113644224673,-9.30113644224673,1.1328733777463817,0.6899621185917757
Sarasota,6.487967174815201,0.788109387106923,1.015923001850438,1.0,1543.0,8.291999563772562,78.24369894037247,9.504455240809992,12.251845818817548,8.243698940372468,-8.243698940372461,1.1177671277196066,0.725210035320918
Seminole,5.112212040603176,0.5968425328347688,0.0,0.0,867.0,5.709054573437947,89.54568527665421,10.454314723345782,0.0,19.54568527665421,-19.54568527665422,1.2792240753807744,0.3484771574448594
St. Johns,6.156608365423144,0.8121383346731947,0.7959912966228706,1.0,1475.0,7.7647379967192105,79.28932525507571,10.45931408138102,10.251360663543268,9.28932525507571,-9.28932525507571,1.1327046465010815,0.6903558248308097
St. Lucie,6.350793151579029,0.8026936996372104,0.9181338299692727,1.0,1494.0,8.071620681185511,78.6805203369178,9.944641000143177,11.374838662939037,8.680520336917795,-8.680520336917787,1.12400743338454,0.7106493221027403
Sumter,5.098500700682858,0.5317188903658738,0.0,0.0,894.0,5.630219591048731,90.55598308792017,9.444016912079825,0.0,20.55598308792017,-20.555983087920175,1.2936569012560024,0.3148005637359942
Suwannee,5.144119842320979,0.5527336708298212,0.0,0.0,854.0,5.696853513150802,90.2975621620975,9.702437837902501,0.0,20.297562162097506,-20.2975621620975,1.2899651737442501,0.32341459459675004
Taylor,6.28726802152205,0.6532076585457621,0.9917665028405286,1.0,1480.0,7.93224218290834,79.26217929993706,8.234842601669845,12.5029780983931,9.26217929993706,-9.262179299937053,1.132316847141958,0.6912606900020982
Union,5.1024699509629174,0.5297917020889839,0.0,0.0,853.0,5.632261653051903,90.59362411187146,9.406375888128538,0.0,20.593624111871463,-20.593624111871463,1.2941946301695924,0.3135458629376179
Volusia,6.152671331897919,0.7702133923151382,0.8948774783922234,1.0,1372.0,7.81776220260528,78.70118292735395,9.852095425190388,11.446721647455638,8.701182927353955,-8.701182927353976,1.1243026132479137,0.7099605690882008
Wakulla,6.386861024011308,0.7416013891007842,1.0766077752774021,1.0,1490.0,8.205070188389495,77.84041912339731,9.038330837805384,13.121250038797298,7.840419123397311,-7.840419123397318,1.1120059874771044,0.7386526958867561
Walton,6.306030582532516,0.723953171342271,1.0463503567571897,1.0,1549.0,8.076334110631977,78.08035794644789,8.963883383541958,12.955758670010152,8.08035794644789,-8.08035794644789,1.1154336849492557,0.7306547351184036
Washington,5.213219980482498,0.5711610398648455,0.0,0.0,853.0,5.784381020347344,90.12580537389032,9.874194626109675,0.0,20.125805373890316,-20.125805373890323,1.2875115053412902,0.32913982087032256
