as_of,product_line,county,policies_in_force,building_count,total_premium,total_exposure
2013-08-31,COASTALCR-M,Gulf,0,0,0.0,0.0
2013-08-31,COASTALCR-M,Hernando,0,0,0.0,0.0
2013-08-31,COASTALCR-M,Indian River,8,11,263957.0,56018800.0
2013-08-31,COASTALCR-M,Lee,6,25,212040.0,35707500.0
2013-08-31,COASTALCR-M,Levy,1,1,10394.0,1046500.0
2013-08-31,COASTALCR-M,Manatee,2,2,17045.0,5814200.0
2013-08-31,COASTALCR-M,Monroe,15,146,1297142.0,120445000.0
2013-08-31,COASTALCR-M,Nassau,0,0,0.0,0.0
2013-08-31,COASTALCR-M,Okaloosa,0,0,0.0,0.0
2013-08-31,COASTALCR-M,Palm Beach,158,716,13254059.0,2127678537.0
2013-08-31,COASTALCR-M,Pasco,3,27,175133.0,16799100.0
2013-08-31,COASTALCR-M,Pinellas,34,90,818277.0,104368100.0
2013-08-31,COASTALCR-M,Santa Rosa,0,0,0.0,0.0
2013-08-31,COASTALCR-M,Sarasota,7,31,231768.0,24159600.0
2013-08-31,COASTALCR-M,St. Johns,1,1,10225.0,3441000.0
2013-08-31,COASTALCR-M,St. Lucie,14,49,1601826.0,298281495.0
2013-08-31,COASTALCR-M,Volusia,2,10,14370.0,2800300.0
2013-08-31,COASTALCR-M,Wakulla,0,0,0.0,0.0
2013-08-31,COASTALCR-M,Walton,1,3,32538.0,3995600.0
2013-08-31,COASTALCNR-W,Bay,241,546,876816.0,193981598.0
2013-08-31,COASTALCNR-W,Brevard,337,477,1009836.0,191361637.0
2013-08-31,COASTALCNR-W,Broward,4392,5600,16478383.0,2410717262.0
2013-08-31,COASTALCNR-W,Charlotte,19,35,101545.0,16925597.0
2013-08-31,COASTALCNR-W,Collier,318,460,1111996.0,196713672.0
2013-08-31,COASTALCNR-W,Dade,3710,4889,16858773.0,2289486722.0
2013-08-31,COASTALCNR-W,Duval,41,43,48701.0,15757894.0
2013-08-31,COASTALCNR-W,Escambia,961,1307,2419157.0,568195629.0
2013-08-31,COASTALCNR-W,Flagler,54,81,104238.0,24827741.0
2013-08-31,COASTALCNR-W,Franklin,46,59,117919.0,22004814.0
2013-08-31,COASTALCNR-W,Gulf,18,27,46909.0,8568641.0
2013-08-31,COASTALCNR-W,Hernando,11,13,27298.0,4924000.0
2013-08-31,COASTALCNR-W,Indian River,147,196,663938.0,86801502.0
2013-08-31,COASTALCNR-W,Lee,524,1109,2589972.0,443008644.0
2013-08-31,COASTALCNR-W,Levy,18,40,48816.0,9189108.0
2013-08-31,COASTALCNR-W,Manatee,125,240,546497.0,96958545.0
2013-08-31,COASTALCNR-W,Monroe,1394,2712,12916717.0,1220406758.0
2013-08-31,COASTALCNR-W,Nassau,4,4,38360.0,4165000.0
2013-08-31,COASTALCNR-W,Okaloosa,55,121,373177.0,57730213.0
2013-08-31,COASTALCNR-W,Palm Beach,4074,5207,15118652.0,2187330345.0
2013-08-31,COASTALCNR-W,Pasco,75,94,176024.0,40476288.0
2013-08-31,COASTALCNR-W,Pinellas,500,762,1775496.0,324910827.0
2013-08-31,COASTALCNR-W,Santa Rosa,110,162,261360.0,56113887.0
2013-08-31,COASTALCNR-W,Sarasota,1620,2303,4298021.0,973724190.0
2013-08-31,COASTALCNR-W,St Johns,34,68,100126.0,30895743.0
2013-08-31,COASTALCNR-W,St Lucie,28,69,124118.0,16139556.0
2013-08-31,COASTALCNR-W,Volusia,711,1006,1563230.0,435446498.0
2013-08-31,COASTALCNR-W,Wakulla,2,7,8791.0,1901956.0
2013-08-31,COASTALCNR-W,Walton,277,662,1061747.0,231330341.0
2013-08-31,COASTALCNR-M,Bay,10,13,81753.0,12295200.0
2013-08-31,COASTALCNR-M,Brevard,9,17,49794.0,9678600.0
2013-08-31,COASTALCNR-M,Broward,26,36,303220.0,53505900.0
2013-08-31,COASTALCNR-M,Charlotte,0,0,0.0,0.0
2013-08-31,COASTALCNR-M,Collier,1,2,11409.0,1507400.0
2013-08-31,COASTALCNR-M,Dade,41,47,517426.0,69651300.0
2013-08-31,COASTALCNR-M,Duval,0,0,0.0,0.0
2013-08-31,COASTALCNR-M,Escambia,32,43,132114.0,26175600.0
2013-08-31,COASTALCNR-M,Flagler,1,1,1266.0,350000.0
2013-08-31,COASTALCNR-M,Franklin,2,3,15154.0,2185200.0
2013-08-31,COASTALCNR-M,Gulf,0,0,0.0,0.0
2013-08-31,COASTALCNR-M,Hernando,0,0,0.0,0.0
2013-08-31,COASTALCNR-M,Indian River,1,1,49562.0,3000000.0
2013-08-31,COASTALCNR-M,Lee,3,17,100453.0,18229900.0
2013-08-31,COASTALCNR-M,Levy,0,0,0.0,0.0
2013-08-31,COASTALCNR-M,Manatee,8,11,35998.0,4037400.0
2013-08-31,COASTALCNR-M,Monroe,4,4,67161.0,6265000.0
2013-08-31,COASTALCNR-M,Nassau,1,1,2427.0,286500.0
2013-08-31,COASTALCNR-M,Okaloosa,0,0,0.0,0.0
2013-08-31,COASTALCNR-M,Palm Beach,45,62,454559.0,77015700.0
2013-08-31,COASTALCNR-M,Pasco,1,1,3842.0,1254800.0
2013-08-31,COASTALCNR-M,Pinellas,12,24,104941.0,25701200.0
2013-08-31,COASTALCNR-M,Santa Rosa,7,9,25524.0,6564500.0
2013-08-31,COASTALCNR-M,Sarasota,13,14,105976.0,23290300.0
2013-08-31,COASTALCNR-M,St. Johns,1,1,2019.0,80800.0
2013-08-31,COASTALCNR-M,St. Lucie,1,1,2276.0,400000.0
2013-08-31,COASTALCNR-M,Volusia,7,16,71259.0,15628100.0
2013-08-31,COASTALCNR-M,Wakulla,0,0,0.0,0.0
2013-08-31,COASTALCNR-M,Walton,9,11,67530.0,8245200.0
2013-08-31,CLACR-M,Alachua,13,54,105978.0,16979600.0
2013-08-31,CLACR-M,Baker,0,0,0.0,0.0
2013-08-31,CLACR-M,Bay,25,69,369516.0,48495388.0
2013-08-31,CLACR-M,Bradford,0,0,0.0,0.0
2013-08-31,CLACR-M,Brevard,186,759,3044248.0,512772303.0
2013-08-31,CLACR-M,Broward,976,5004,40489966.0,8533433394.0
2013-08-31,CLACR-M,Calhoun,0,0,0.0,0.0
2013-08-31,CLACR-M,Charlotte,58,324,1739681.0,296815509.0
2013-08-31,CLACR-M,Citrus,15,47,240830.0,24896350.0
2013-08-31,CLACR-M,Clay,1,2,10236.0,5506100.0
2013-08-31,CLACR-M,Collier,267,1666,6252250.0,1015053207.0
2013-08-31,CLACR-M,Columbia,0,0,0.0,0.0
2013-08-31,CLACR-M,Dade,1911,6508,42506781.0,7800889773.0
2013-08-31,CLACR-M,Desoto,0,0,0.0,0.0
2013-08-31,CLACR-M,Dixie,3,10,54581.0,9072600.0
2013-08-31,CLACR-M,Duval,15,66,225865.0,36502921.0
2013-08-31,CLACR-M,Escambia,22,147,473374.0,54378600.0
2013-08-31,CLACR-M,Flagler,0,0,0.0,0.0
2013-08-31,CLACR-M,Franklin,0,0,0.0,0.0
2013-08-31,CLACR-M,Gadsden,1,1,3660.0,573000.0
2013-08-31,CLACR-M,Gilchrist,0,0,0.0,0.0
2013-08-31,CLACR-M,Glades,0,0,0.0,0.0
2013-08-31,CLACR-M,Gulf,0,0,0.0,0.0
2013-08-31,CLACR-M,Hamilton,0,0,0.0,0.0
2013-08-31,CLACR-M,Hardee,0,0,0.0,0.0
2013-08-31,CLACR-M,Hendry,1,3,15749.0,2296500.0
2013-08-31,CLACR-M,Hernando,6,37,99688.0,13889000.0
2013-08-31,CLACR-M,Highlands,5,11,48323.0,9128600.0
2013-08-31,CLACR-M,Hillsborough,160,1164,4682928.0,773802629.0
2013-08-31,CLACR-M,Holmes,0,0,0.0,0.0
2013-08-31,CLACR-M,Indian River,47,358,1303798.0,247919932.0
2013-08-31,CLACR-M,Jackson,0,0,0.0,0.0
2013-08-31,CLACR-M,Jefferson,0,0,0.0,0.0
2013-08-31,CLACR-M,Lafayette,0,0,0.0,0.0
2013-08-31,CLACR-M,Lake,3,34,27997.0,12355400.0
2013-08-31,CLACR-M,Lee,333,1372,5906745.0,975654230.0
2013-08-31,CLACR-M,Leon,17,59,136581.0,32970900.0
2013-08-31,CLACR-M,Levy,0,0,0.0,0.0
2013-08-31,CLACR-M,Liberty,0,0,0.0,0.0
2013-08-31,CLACR-M,Madison,0,0,0.0,0.0
2013-08-31,CLACR-M,Manatee,134,912,4241120.0,658487399.0
2013-08-31,CLACR-M,Marion,9,27,69945.0,15258100.0
2013-08-31,CLACR-M,Martin,158,1320,7253750.0,1127072044.0
2013-08-31,CLACR-M,Monroe,0,0,0.0,0.0
2013-08-31,CLACR-M,Nassau,4,14,36509.0,5460300.0
2013-08-31,CLACR-M,Okaloosa,73,289,1416514.0,209581507.0
2013-08-31,CLACR-M,Okeechobee,1,21,35911.0,6405300.0
2013-08-31,CLACR-M,Orange,37,376,1231067.0,244960334.0
2013-08-31,CLACR-M,Osceola,3,23,53653.0,26946900.0
2013-08-31,CLACR-M,Palm Beach,641,9447,35479088.0,6801701021.0
2013-08-31,CLACR-M,Pasco,38,562,1253710.0,175548200.0
2013-08-31,CLACR-M,Pinellas,799,3438,24704095.0,5159039253.0
2013-08-31,CLACR-M,Polk,18,77,157327.0,39099000.0
2013-08-31,CLACR-M,Putnam,0,0,0.0,0.0
2013-08-31,CLACR-M,Santa Rosa,12,52,176794.0,21858200.0
2013-08-31,CLACR-M,Sarasota,83,1108,3483450.0,494343944.0
2013-08-31,CLACR-M,Seminole,10,121,362258.0,62911200.0
2013-08-31,CLACR-M,St. Johns,9,15,29431.0,2845700.0
2013-08-31,CLACR-M,St. Lucie,38,281,1221541.0,328441011.0
2013-08-31,CLACR-M,Sumter,0,0,0.0,0.0
2013-08-31,CLACR-M,Suwannee,0,0,0.0,0.0
2013-08-31,CLACR-M,Taylor,1,2,3070.0,574527.0
2013-08-31,CLACR-M,Union,0,0,0.0,0.0
2013-08-31,CLACR-M,Volusia,32,116,459943.0,53151437.0
2013-08-31,CLACR-M,Wakulla,0,0,0.0,0.0
2013-08-31,CLACR-M,Walton,1,1,233.0,85100.0
2013-08-31,CLACR-M,Washington,0,0,0.0,0.0
2013-08-31,CLACNR-M,Alachua,0,0,0.0,0.0
2013-08-31,CLACNR-M,Baker,1,1,965.0,281200.0
2013-08-31,CLACNR-M,Bay,61,96,330382.0,64491700.0
2013-08-31,CLACNR-M,Bradford,0,0,0.0,0.0
2013-08-31,CLACNR-M,Brevard,193,267,919674.0,165556400.0
2013-08-31,CLACNR-M,Broward,100,150,985616.0,168030249.0
2013-08-31,CLACNR-M,Calhoun,0,0,0.0,0.0
2013-08-31,CLACNR-M,Charlotte,17,31,91907.0,17855100.0
2013-08-31,CLACNR-M,Citrus,3,4,3474.0,1335800.0
2013-08-31,CLACNR-M,Clay,1,3,2821.0,725900.0
2013-08-31,CLACNR-M,Collier,44,77,462547.0,76961300.0
2013-08-31,CLACNR-M,Columbia,0,0,0.0,0.0
2013-08-31,CLACNR-M,Dade,209,276,1774865.0,323476484.0
2013-08-31,CLACNR-M,Desoto,0,0,0.0,0.0
2013-08-31,CLACNR-M,Dixie,0,0,0.0,0.0
2013-08-31,CLACNR-M,Duval,5,5,12770.0,1781200.0
2013-08-31,CLACNR-M,Escambia,93,157,570634.0,117737200.0
2013-08-31,CLACNR-M,Flagler,1,10,10755.0,4342100.0
2013-08-31,CLACNR-M,Franklin,4,4,8842.0,1195000.0
2013-08-31,CLACNR-M,Gadsden,0,0,0.0,0.0
2013-08-31,CLACNR-M,Gilchrist,0,0,0.0,0.0
2013-08-31,CLACNR-M,Glades,1,1,3922.0,479000.0
2013-08-31,CLACNR-M,Gulf,0,0,0.0,0.0
2013-08-31,CLACNR-M,Hamilton,0,0,0.0,0.0
2013-08-31,CLACNR-M,Hardee,0,0,0.0,0.0
2013-08-31,CLACNR-M,Hendry,0,0,0.0,0.0
2013-08-31,CLACNR-M,Hernando,4,7,10675.0,6645100.0
2013-08-31,CLACNR-M,Highlands,0,0,0.0,0.0
2013-08-31,CLACNR-M,Hillsborough,61,82,331165.0,69228411.0
2013-08-31,CLACNR-M,Holmes,2,2,15632.0,2342700.0
2013-08-31,CLACNR-M,Indian River,15,16,69214.0,9623300.0
2013-08-31,CLACNR-M,Jackson,0,1,0.0,20000.0
2013-08-31,CLACNR-M,Jefferson,0,0,0.0,0.0
2013-08-31,CLACNR-M,Lafayette,0,0,0.0,0.0
2013-08-31,CLACNR-M,Lake,0,0,0.0,0.0
2013-08-31,CLACNR-M,Lee,30,69,228947.0,49319600.0
2013-08-31,CLACNR-M,Leon,0,1,0.0,20000.0
2013-08-31,CLACNR-M,Levy,1,2,3655.0,362000.0
2013-08-31,CLACNR-M,Liberty,0,0,0.0,0.0
2013-08-31,CLACNR-M,Madison,0,0,0.0,0.0
2013-08-31,CLACNR-M,Manatee,47,71,245912.0,43280600.0
2013-08-31,CLACNR-M,Marion,1,1,2778.0,556000.0
2013-08-31,CLACNR-M,Martin,32,49,196258.0,22365200.0
2013-08-31,CLACNR-M,Monroe,0,0,0.0,0.0
2013-08-31,CLACNR-M,Nassau,4,5,15674.0,1858800.0
2013-08-31,CLACNR-M,Okaloosa,109,181,583234.0,105346000.0
2013-08-31,CLACNR-M,Okeechobee,0,0,0.0,0.0
2013-08-31,CLACNR-M,Orange,4,7,10821.0,3275554.0
2013-08-31,CLACNR-M,Osceola,1,5,10510.0,8837900.0
2013-08-31,CLACNR-M,Palm Beach,73,107,712719.0,100662500.0
2013-08-31,CLACNR-M,Pasco,34,44,148963.0,22763700.0
2013-08-31,CLACNR-M,Pinellas,272,352,1090855.0,254352500.0
2013-08-31,CLACNR-M,Polk,4,12,20670.0,5451300.0
2013-08-31,CLACNR-M,Putnam,0,0,0.0,0.0
2013-08-31,CLACNR-M,Santa Rosa,67,90,260912.0,49792600.0
2013-08-31,CLACNR-M,Sarasota,20,33,114243.0,25364600.0
2013-08-31,CLACNR-M,Seminole,1,2,5502.0,3160200.0
2013-08-31,CLACNR-M,St. Johns,3,4,14214.0,2322400.0
2013-08-31,CLACNR-M,St. Lucie,13,17,53896.0,11214700.0
2013-08-31,CLACNR-M,Sumter,1,1,904.0,178200.0
2013-08-31,CLACNR-M,Suwannee,0,0,0.0,0.0
2013-08-31,CLACNR-M,Taylor,0,0,0.0,0.0
2013-08-31,CLACNR-M,Union,0,0,0.0,0.0
2013-08-31,CLACNR-M,Volusia,22,25,60647.0,11194300.0
2013-08-31,CLACNR-M,Wakulla,0,0,0.0,0.0
2013-08-31,CLACNR-M,Walton,6,6,22079.0,2494000.0
2013-08-31,CLACNR-M,Washington,1,1,3529.0,356200.0
2013-09-30,PLAPR-M,Alachua,2146,2146,1549162.0,291112597.0
2013-09-30,PLAPR-M,Baker,326,326,211528.0,28684494.0
2013-09-30,PLAPR-M,Bay,4159,4159,4695807.0,501058756.0
2013-09-30,PLAPR-M,Bradford,262,262,170052.0,21964925.0
2013-09-30,PLAPR-M,Brevard,20548,20548,31502286.0,3464795546.0
2013-09-30,PLAPR-M,Broward,104145,104145,200342819.0,21149894496.0
2013-09-30,PLAPR-M,Calhoun,148,148,93661.0,12829888.0
2013-09-30,PLAPR-M,Charlotte,11359,11359,15413045.0,2004561122.0
2013-09-30,PLAPR-M,Citrus,4185,4185,3608866.0,427166625.0
2013-09-30,PLAPR-M,Clay,1426,1426,1015657.0,162727483.0
2013-09-30,PLAPR-M,Collier,9858,9858,15602715.0,1620868569.0
2013-09-30,PLAPR-M,Columbia,663,663,405057.0,54309568.0
2013-09-30,PLAPR-M,Miami-Dade,153618,153618,411916545.0,35336859810.0
2013-09-30,PLAPR-M,Desoto,525,525,526923.0,48657086.0
2013-09-30,PLAPR-M,Dixie,541,541,447490.0,39133647.0
2013-09-30,PLAPR-M,Duval,5506,5506,4999905.0,877876436.0
2013-09-30,PLAPR-M,Escambia,3494,3494,4134109.0,486569344.0
2013-09-30,PLAPR-M,Flagler,510,510,485597.0,67852413.0
2013-09-30,PLAPR-M,Franklin,295,295,386523.0,37712072.0
2013-09-30,PLAPR-M,Gadsden,542,542,372104.0,53795080.0
2013-09-30,PLAPR-M,Gilchrist,519,519,270028.0,34653992.0
2013-09-30,PLAPR-M,Glades,263,263,292982.0,22873206.0
2013-09-30,PLAPR-M,Gulf,297,297,300175.0,28808565.0
2013-09-30,PLAPR-M,Hamilton,103,103,59996.0,7018305.0
2013-09-30,PLAPR-M,Hardee,206,206,181572.0,19621741.0
2013-09-30,PLAPR-M,Hendry,682,682,816823.0,63471685.0
2013-09-30,PLAPR-M,Hernando,30888,30888,38165277.0,7696539969.0
2013-09-30,PLAPR-M,Highlands,1235,1235,1102692.0,103322364.0
2013-09-30,PLAPR-M,Hillsborough,67839,67839,100609068.0,15382006457.0
2013-09-30,PLAPR-M,Holmes,218,218,170698.0,25662855.0
2013-09-30,PLAPR-M,Indian River,3832,3832,5184428.0,539459672.0
2013-09-30,PLAPR-M,Jackson,548,548,385475.0,56036535.0
2013-09-30,PLAPR-M,Jefferson,192,192,152702.0,19156736.0
2013-09-30,PLAPR-M,Lafayette,108,108,83711.0,10161766.0
2013-09-30,PLAPR-M,Lake,4258,4258,3136221.0,364441925.0
2013-09-30,PLAPR-M,Lee,25559,25559,30603128.0,3696303717.0
2013-09-30,PLAPR-M,Leon,1710,1710,1222518.0,217355683.0
2013-09-30,PLAPR-M,Levy,1263,1263,1012622.0,99458072.0
2013-09-30,PLAPR-M,Liberty,103,103,51317.0,6888942.0
2013-09-30,PLAPR-M,Madison,174,174,121372.0,16511639.0
2013-09-30,PLAPR-M,Manatee,18330,18330,23393964.0,2918738042.0
2013-09-30,PLAPR-M,Marion,4313,4313,3536487.0,449020686.0
2013-09-30,PLAPR-M,Martin,6333,6333,11310064.0,1033506360.0
2013-09-30,PLAPR-M,Monroe,645,645,441686.0,72468779.0
2013-09-30,PLAPR-M,Nassau,1256,1256,1124780.0,159839630.0
2013-09-30,PLAPR-M,Okaloosa,3499,3499,5699333.0,633513651.0
2013-09-30,PLAPR-M,Okeechobee,782,782,857045.0,57273359.0
2013-09-30,PLAPR-M,Orange,6657,6657,5937996.0,967376144.0
2013-09-30,PLAPR-M,Osceola,2305,2305,2011819.0,309743017.0
2013-09-30,PLAPR-M,Palm Beach,62324,62324,104777774.0,12826841657.0
2013-09-30,PLAPR-M,Pasco,48406,48406,60119356.0,10106407365.0
2013-09-30,PLAPR-M,Pinellas,125680,125680,186556180.0,26414076413.0
2013-09-30,PLAPR-M,Polk,7842,7842,6988449.0,827524422.0
2013-09-30,PLAPR-M,Putnam,1504,1504,956022.0,93615143.0
2013-09-30,PLAPR-M,Santa Rosa,3244,3244,4703603.0,527015856.0
2013-09-30,PLAPR-M,Sarasota,14897,14897,17414460.0,2407070949.0
2013-09-30,PLAPR-M,Seminole,2137,2137,1980379.0,311015824.0
2013-09-30,PLAPR-M,Saint Johns,2549,2549,2797268.0,429863587.0
2013-09-30,PLAPR-M,Saint Lucie,9118,9118,12675382.0,1251928693.0
2013-09-30,PLAPR-M,Sumter,910,910,692539.0,95099963.0
2013-09-30,PLAPR-M,Suwannee,522,522,297093.0,35458539.0
2013-09-30,PLAPR-M,Taylor,551,551,574540.0,54689868.0
2013-09-30,PLAPR-M,Union,107,107,66470.0,8452698.0
2013-09-30,PLAPR-M,Volusia,7411,7411,7724941.0,1075850276.0
2013-09-30,PLAPR-M,Wakulla,563,563,466372.0,42985354.0
2013-09-30,PLAPR-M,Walton,918,918,844373.0,102017667.0
2013-09-30,PLAPR-M,Washington,249,249,156398.0,18986906.0
2013-09-30,COASTALPR-W (ePAS),Bay,4522,4522,4295515.0,809795971.0
2013-09-30,COASTALPR-W (ePAS),Brevard,1943,1943,2839335.0,541004844.0
2013-09-30,COASTALPR-W (ePAS),Broward,31925,31925,68746795.0,10044147786.0
2013-09-30,COASTALPR-W (ePAS),Charlotte,1065,1065,1947537.0,432650263.0
2013-09-30,COASTALPR-W (ePAS),Collier,8189,8189,16151057.0,3204272199.0
2013-09-30,COASTALPR-W (ePAS),Miami-Dade,35417,35417,99446431.0,13857361608.0
2013-09-30,COASTALPR-W (ePAS),Duval,1218,1218,957043.0,450847573.0
2013-09-30,COASTALPR-W (ePAS),Escambia,7443,7443,9685981.0,2284200457.0
2013-09-30,COASTALPR-W (ePAS),Flagler,1567,1567,1090030.0,478309090.0
2013-09-30,COASTALPR-W (ePAS),Franklin,1486,1486,3380943.0,622252986.0
2013-09-30,COASTALPR-W (ePAS),Gulf,914,914,1542416.0,287125849.0
2013-09-30,COASTALPR-W (ePAS),Hernando,159,159,166299.0,45309566.0
2013-09-30,COASTALPR-W (ePAS),Indian River,1553,1553,4403136.0,749314426.0
2013-09-30,COASTALPR-W (ePAS),Lee,11649,11649,21583406.0,4578838953.0
2013-09-30,COASTALPR-W (ePAS),Levy,377,377,280547.0,95560694.0
2013-09-30,COASTALPR-W (ePAS),Manatee,1726,1726,2889971.0,559105131.0
2013-09-30,COASTALPR-W (ePAS),Monroe,20458,20458,56015037.0,7507302735.0
2013-09-30,COASTALPR-W (ePAS),Nassau,600,600,466177.0,217526885.0
2013-09-30,COASTALPR-W (ePAS),Okaloosa,2409,2409,2575150.0,463300913.0
2013-09-30,COASTALPR-W (ePAS),Palm Beach,29294,29294,66988489.0,10020608742.0
2013-09-30,COASTALPR-W (ePAS),Pasco,1297,1297,1393336.0,269294358.0
2013-09-30,COASTALPR-W (ePAS),Pinellas,7711,7711,11633844.0,2679729284.0
2013-09-30,COASTALPR-W (ePAS),Santa Rosa,1581,1581,2431364.0,577260998.0
2013-09-30,COASTALPR-W (ePAS),Sarasota,26750,26750,29408273.0,8457394922.0
2013-09-30,COASTALPR-W (ePAS),Saint Johns,1239,1239,936003.0,436957356.0
2013-09-30,COASTALPR-W (ePAS),Saint Lucie,753,753,879259.0,112807662.0
2013-09-30,COASTALPR-W (ePAS),Volusia,9990,9990,8010544.0,2566824772.0
2013-09-30,COASTALPR-W (ePAS),Wakulla,325,325,304527.0,93956530.0
2013-09-30,COASTALPR-W (ePAS),Walton,6220,6220,9812274.0,2083899775.0
2013-09-30,COASTALPR-M,Bay,2343,2343,3090254.0,290690049.0
2013-09-30,COASTALPR-M,Brevard,1830,1830,2989776.0,281343350.0
2013-09-30,COASTALPR-M,Broward,34810,34810,74578085.0,6146953123.0
2013-09-30,COASTALPR-M,Charlotte,391,391,811872.0,77972653.0
2013-09-30,COASTALPR-M,Collier,2425,2425,4928510.0,501605563.0
2013-09-30,COASTALPR-M,Miami-Dade,45105,45105,122570716.0,9823795002.0
2013-09-30,COASTALPR-M,Duval,289,289,426484.0,71368820.0
2013-09-30,COASTALPR-M,Escambia,2751,2751,5110699.0,577360729.0
2013-09-30,COASTALPR-M,Flagler,301,301,437231.0,58945001.0
2013-09-30,COASTALPR-M,Franklin,250,250,652390.0,56017291.0
2013-09-30,COASTALPR-M,Gulf,223,223,491484.0,43739737.0
2013-09-30,COASTALPR-M,Hernando,1226,1226,1834334.0,345265808.0
2013-09-30,COASTALPR-M,Indian River,626,626,1485904.0,154381833.0
2013-09-30,COASTALPR-M,Lee,4724,4724,8532114.0,845412454.0
2013-09-30,COASTALPR-M,Levy,67,67,106928.0,11820396.0
2013-09-30,COASTALPR-M,Manatee,1183,1183,2718712.0,265518257.0
2013-09-30,COASTALPR-M,Monroe,1727,1727,5378055.0,433749461.0
2013-09-30,COASTALPR-M,Nassau,108,108,157688.0,21591434.0
2013-09-30,COASTALPR-M,Okaloosa,655,655,1087349.0,106311875.0
2013-09-30,COASTALPR-M,Palm Beach,27341,27341,57416926.0,5215080320.0
2013-09-30,COASTALPR-M,Pasco,9702,9702,15723988.0,2155105369.0
2013-09-30,COASTALPR-M,Pinellas,7372,7372,14241020.0,1506155006.0
2013-09-30,COASTALPR-M,Santa Rosa,556,556,1274704.0,140414788.0
2013-09-30,COASTALPR-M,Sarasota,11447,11447,18253941.0,2143824688.0
2013-09-30,COASTALPR-M,Saint Johns,361,361,543406.0,78230098.0
2013-09-30,COASTALPR-M,Saint Lucie,1055,1055,1495954.0,98333616.0
2013-09-30,COASTALPR-M,Volusia,5301,5301,6098709.0,797003241.0
2013-09-30,COASTALPR-M,Wakulla,73,73,117119.0,12016548.0
2013-09-30,COASTALPR-M,Walton,2075,2075,4199466.0,480925178.0
2013-09-30,COASTALCR-W,Bay,105,282,1282922.0,330439787.0
2013-09-30,COASTALCR-W,Brevard,276,611,3504401.0,1289099838.0
2013-09-30,COASTALCR-W,Broward,2669,5497,31207742.0,5970940281.0
2013-09-30,COASTALCR-W,Charlotte,42,224,1169601.0,219298267.0
2013-09-30,COASTALCR-W,Collier,293,963,11244457.0,2880938767.0
2013-09-30,COASTALCR-W,Dade,2429,4706,60016013.0,10388536753.0
2013-09-30,COASTALCR-W,Duval,33,45,204897.0,65853666.0
2013-09-30,COASTALCR-W,Escambia,59,197,1292976.0,353582775.0
2013-09-30,COASTALCR-W,Flagler,10,13,72386.0,12362777.0
2013-09-30,COASTALCR-W,Franklin,4,11,30296.0,7925000.0
2013-09-30,COASTALCR-W,Gulf,10,12,55706.0,6739548.0
2013-09-30,COASTALCR-W,Hernando,0,0,0.0,0.0
2013-09-30,COASTALCR-W,Indian River,146,712,3107503.0,825586031.0
2013-09-30,COASTALCR-W,Lee,270,986,5802514.0,2118497941.0
2013-09-30,COASTALCR-W,Levy,3,3,19426.0,3600000.0
2013-09-30,COASTALCR-W,Manatee,134,621,3461634.0,619880167.0
2013-09-30,COASTALCR-W,Monroe,338,1077,10252796.0,1442060491.0
2013-09-30,COASTALCR-W,Nassau,28,65,331366.0,169379787.0
2013-09-30,COASTALCR-W,Okaloosa,58,128,832431.0,305216083.0
2013-09-30,COASTALCR-W,Palm Beach,1528,6800,36325006.0,8010673587.0
2013-09-30,COASTALCR-W,Pasco,15,91,281634.0,108483304.0
2013-09-30,COASTALCR-W,Pinellas,550,1057,9923702.0,2512603779.0
2013-09-30,COASTALCR-W,Santa Rosa,18,81,432739.0,87205081.0
2013-09-30,COASTALCR-W,Sarasota,557,4523,15228807.0,4397992300.0
2013-09-30,COASTALCR-W,St Johns,32,90,344588.0,171530489.0
2013-09-30,COASTALCR-W,St Lucie,58,271,1748952.0,438626974.0
2013-09-30,COASTALCR-W,Volusia,265,648,3624671.0,1337101762.0
2013-09-30,COASTALCR-W,Wakulla,3,3,23707.0,2543000.0
2013-09-30,COASTALCR-W,Walton,141,512,2047101.0,498448695.0
2013-09-30,COASTALCR-M,Bay,1,2,4066.0,454800.0
2013-09-30,COASTALCR-M,Brevard,8,73,186695.0,26219200.0
2013-09-30,COASTALCR-M,Broward,251,508,28331067.0,4249146283.0
2013-09-30,COASTALCR-M,Charlotte,2,17,64370.0,27403800.0
2013-09-30,COASTALCR-M,Collier,7,18,70777.0,9433600.0
2013-09-30,COASTALCR-M,Dade,349,678,37653255.0,5712515656.0
2013-09-30,COASTALCR-M,Duval,1,1,8235.0,774200.0
2013-09-30,COASTALCR-M,Escambia,11,51,229512.0,29464200.0
2013-09-30,COASTALCR-M,Flagler,0,0,0.0,0.0
2013-09-30,COASTALCR-M,Franklin,0,0,0.0,0.0
2013-09-30,COASTALCR-M,Gulf,0,0,0.0,0.0
2013-09-30,COASTALCR-M,Hernando,0,0,0.0,0.0
2013-09-30,COASTALCR-M,Indian River,8,11,263957.0,56018800.0
2013-09-30,COASTALCR-M,Lee,6,25,212040.0,35707500.0
2013-09-30,COASTALCR-M,Levy,1,1,10394.0,1046500.0
2013-09-30,COASTALCR-M,Manatee,2,2,17045.0,5814200.0
2013-09-30,COASTALCR-M,Monroe,15,146,1297142.0,120445000.0
2013-09-30,COASTALCR-M,Nassau,0,0,0.0,0.0
2013-09-30,COASTALCR-M,Okaloosa,0,0,0.0,0.0
