as_of,product_line,county,policies_in_force,building_count,total_premium,total_exposure
2012-01-31,PLAPR-M,Alachua,2859,2859,2425850.0,451295246.0
2012-01-31,PLAPR-M,Baker,475,475,351361.0,47281379.0
2012-01-31,PLAPR-M,Bay,5056,5056,5649782.0,654161741.0
2012-01-31,PLAPR-M,Bradford,398,398,306927.0,40575687.0
2012-01-31,PLAPR-M,Brevard,26347,26347,41533317.0,5223395128.0
2012-01-31,PLAPR-M,Broward,133191,133191,261247312.0,35362811148.0
2012-01-31,PLAPR-M,Calhoun,229,229,164629.0,22659356.0
2012-01-31,PLAPR-M,Charlotte,18687,18687,27512662.0,4358964865.0
2012-01-31,PLAPR-M,Citrus,4949,4949,4867689.0,572469216.0
2012-01-31,PLAPR-M,Clay,2068,2068,1701521.0,278024361.0
2012-01-31,PLAPR-M,Collier,13441,13441,21834323.0,2856142578.0
2012-01-31,PLAPR-M,Columbia,959,959,683130.0,93705402.0
2012-01-31,PLAPR-M,Miami-Dade,179832,179832,441904263.0,49571834588.0
2012-01-31,PLAPR-M,Desoto,826,826,936521.0,101098504.0
2012-01-31,PLAPR-M,Dixie,658,658,615451.0,55004511.0
2012-01-31,PLAPR-M,Duval,8031,8031,7341739.0,1456233062.0
2012-01-31,PLAPR-M,Escambia,4942,4942,5893733.0,761221971.0
2012-01-31,PLAPR-M,Flagler,732,732,864422.0,158466535.0
2012-01-31,PLAPR-M,Franklin,304,304,416729.0,42343450.0
2012-01-31,PLAPR-M,Gadsden,963,963,796481.0,119299295.0
2012-01-31,PLAPR-M,Gilchrist,675,675,469193.0,61628542.0
2012-01-31,PLAPR-M,Glades,290,290,318577.0,24849471.0
2012-01-31,PLAPR-M,Gulf,373,373,380809.0,40168811.0
2012-01-31,PLAPR-M,Hamilton,174,174,120981.0,15370236.0
2012-01-31,PLAPR-M,Hardee,259,259,254999.0,25874854.0
2012-01-31,PLAPR-M,Hendry,861,861,1087397.0,101640959.0
2012-01-31,PLAPR-M,Hernando,40244,40244,49654389.0,12245760200.0
2012-01-31,PLAPR-M,Highlands,1691,1691,1637217.0,171436173.0
2012-01-31,PLAPR-M,Hillsborough,86246,86246,129869732.0,23225553251.0
2012-01-31,PLAPR-M,Holmes,420,420,343927.0,52099206.0
2012-01-31,PLAPR-M,Indian River,5392,5392,7664812.0,957398537.0
2012-01-31,PLAPR-M,Jackson,969,969,718423.0,99809923.0
2012-01-31,PLAPR-M,Jefferson,287,287,249785.0,30393807.0
2012-01-31,PLAPR-M,Lafayette,186,186,145415.0,17651421.0
2012-01-31,PLAPR-M,Lake,5165,5165,4147303.0,564502729.0
2012-01-31,PLAPR-M,Lee,40926,40926,52207980.0,7908415965.0
2012-01-31,PLAPR-M,Leon,2863,2863,2293535.0,411493848.0
2012-01-31,PLAPR-M,Levy,1737,1737,1654577.0,166490448.0
2012-01-31,PLAPR-M,Liberty,181,181,114748.0,14467483.0
2012-01-31,PLAPR-M,Madison,278,278,230396.0,30919082.0
2012-01-31,PLAPR-M,Manatee,24689,24689,32930952.0,4547803516.0
2012-01-31,PLAPR-M,Marion,5474,5474,4763210.0,737450128.0
2012-01-31,PLAPR-M,Martin,8509,8509,15394874.0,1761315819.0
2012-01-31,PLAPR-M,Monroe,808,808,573880.0,101261402.0
2012-01-31,PLAPR-M,Nassau,1875,1875,1736137.0,256385892.0
2012-01-31,PLAPR-M,Okaloosa,5561,5561,8780889.0,1169655495.0
2012-01-31,PLAPR-M,Okeechobee,1007,1007,1112420.0,83664955.0
2012-01-31,PLAPR-M,Orange,8474,8474,7710062.0,1392375101.0
2012-01-31,PLAPR-M,Osceola,2738,2738,2456896.0,437298588.0
2012-01-31,PLAPR-M,Palm Beach,78334,78334,140829986.0,21085182434.0
2012-01-31,PLAPR-M,Pasco,70127,70127,87441357.0,18083763910.0
2012-01-31,PLAPR-M,Pinellas,135003,135003,215129442.0,33598259629.0
2012-01-31,PLAPR-M,Polk,10580,10580,8953780.0,1231744220.0
2012-01-31,PLAPR-M,Putnam,2258,2258,1744401.0,180564254.0
2012-01-31,PLAPR-M,Santa Rosa,3955,3955,5613850.0,775630586.0
2012-01-31,PLAPR-M,Sarasota,20374,20374,26215907.0,4003809118.0
2012-01-31,PLAPR-M,Seminole,2955,2955,2967534.0,528556848.0
2012-01-31,PLAPR-M,Saint Johns,3461,3461,4058979.0,733921759.0
2012-01-31,PLAPR-M,Saint Lucie,11489,11489,17325206.0,2044001499.0
2012-01-31,PLAPR-M,Sumter,1142,1142,967729.0,149555551.0
2012-01-31,PLAPR-M,Suwannee,809,809,575419.0,67111804.0
2012-01-31,PLAPR-M,Taylor,695,695,797410.0,74719382.0
2012-01-31,PLAPR-M,Union,183,183,139710.0,17438953.0
2012-01-31,PLAPR-M,Volusia,10352,10352,11600388.0,1883681337.0
2012-01-31,PLAPR-M,Wakulla,836,836,783138.0,73422925.0
2012-01-31,PLAPR-M,Walton,1275,1275,1284710.0,155579562.0
2012-01-31,PLAPR-M,Washington,544,544,405817.0,49129750.0
2012-01-31,COASTALPR-W (ePAS),Bay,5215,5215,4484713.0,988870697.0
2012-01-31,COASTALPR-W (ePAS),Brevard,2098,2098,2609761.0,659740558.0
2012-01-31,COASTALPR-W (ePAS),Broward,34499,34499,67392803.0,13315448319.0
2012-01-31,COASTALPR-W (ePAS),Charlotte,1146,1146,2056619.0,579553780.0
2012-01-31,COASTALPR-W (ePAS),Collier,8686,8686,17331187.0,4859547770.0
2012-01-31,COASTALPR-W (ePAS),Miami-Dade,42179,42179,114515236.0,20851012439.0
2012-01-31,COASTALPR-W (ePAS),Duval,1450,1450,1329314.0,655349174.0
2012-01-31,COASTALPR-W (ePAS),Escambia,8156,8156,9892625.0,2867068421.0
2012-01-31,COASTALPR-W (ePAS),Flagler,1678,1678,1309795.0,633726128.0
2012-01-31,COASTALPR-W (ePAS),Franklin,1685,1685,3452770.0,791338885.0
2012-01-31,COASTALPR-W (ePAS),Gulf,1155,1155,1693457.0,381890174.0
2012-01-31,COASTALPR-W (ePAS),Hernando,195,195,201608.0,67285291.0
2012-01-31,COASTALPR-W (ePAS),Indian River,2039,2039,6267127.0,1367958852.0
2012-01-31,COASTALPR-W (ePAS),Lee,13660,13660,24318374.0,6770190070.0
2012-01-31,COASTALPR-W (ePAS),Levy,378,378,250671.0,100221963.0
2012-01-31,COASTALPR-W (ePAS),Manatee,1780,1780,2849475.0,698040065.0
2012-01-31,COASTALPR-W (ePAS),Monroe,21576,21576,52047442.0,9056316170.0
2012-01-31,COASTALPR-W (ePAS),Nassau,772,772,714287.0,313646355.0
2012-01-31,COASTALPR-W (ePAS),Okaloosa,2823,2823,2578237.0,573883983.0
2012-01-31,COASTALPR-W (ePAS),Palm Beach,31904,31904,71853095.0,15231666191.0
2012-01-31,COASTALPR-W (ePAS),Pasco,1717,1717,1947359.0,412333920.0
2012-01-31,COASTALPR-W (ePAS),Pinellas,8215,8215,12199861.0,3494617082.0
2012-01-31,COASTALPR-W (ePAS),Santa Rosa,1518,1518,2188340.0,672113244.0
2012-01-31,COASTALPR-W (ePAS),Sarasota,28003,28003,32197645.0,11222427796.0
2012-01-31,COASTALPR-W (ePAS),Saint Johns,1548,1548,1478710.0,718927178.0
2012-01-31,COASTALPR-W (ePAS),Saint Lucie,857,857,872591.0,132460635.0
2012-01-31,COASTALPR-W (ePAS),Volusia,12556,12556,11095745.0,3774785478.0
2012-01-31,COASTALPR-W (ePAS),Wakulla,402,402,435930.0,133688210.0
2012-01-31,COASTALPR-W (ePAS),Walton,6870,6870,10009032.0,2707009008.0
2012-01-31,COASTALPR-M,Bay,2298,2298,2686233.0,295060330.0
2012-01-31,COASTALPR-M,Brevard,2189,2189,3324010.0,407520983.0
2012-01-31,COASTALPR-M,Broward,35113,35113,68324017.0,7413355109.0
2012-01-31,COASTALPR-M,Charlotte,440,440,862822.0,99098126.0
2012-01-31,COASTALPR-M,Collier,2764,2764,5126270.0,658097680.0
2012-01-31,COASTALPR-M,Miami-Dade,44733,44733,113160289.0,11743901958.0
2012-01-31,COASTALPR-M,Duval,338,338,534741.0,98520328.0
2012-01-31,COASTALPR-M,Escambia,2823,2823,4805538.0,651814127.0
2012-01-31,COASTALPR-M,Flagler,288,288,454069.0,73658276.0
2012-01-31,COASTALPR-M,Franklin,229,229,552687.0,56285016.0
2012-01-31,COASTALPR-M,Gulf,248,248,531003.0,58775686.0
2012-01-31,COASTALPR-M,Hernando,1288,1288,1765674.0,422648291.0
2012-01-31,COASTALPR-M,Indian River,753,753,1794337.0,223047984.0
2012-01-31,COASTALPR-M,Lee,6079,6079,10572471.0,1290384101.0
2012-01-31,COASTALPR-M,Levy,64,64,106202.0,14586588.0
2012-01-31,COASTALPR-M,Manatee,1299,1299,2709581.0,317901509.0
2012-01-31,COASTALPR-M,Monroe,1751,1751,4693414.0,464294358.0
2012-01-31,COASTALPR-M,Nassau,112,112,166284.0,24934781.0
2012-01-31,COASTALPR-M,Okaloosa,749,749,1060647.0,123534371.0
2012-01-31,COASTALPR-M,Palm Beach,27236,27236,52859791.0,6375204834.0
2012-01-31,COASTALPR-M,Pasco,10610,10610,16306506.0,2777266265.0
2012-01-31,COASTALPR-M,Pinellas,7727,7727,14624638.0,1820013273.0
2012-01-31,COASTALPR-M,Santa Rosa,551,551,1153994.0,169604226.0
2012-01-31,COASTALPR-M,Sarasota,14250,14250,23678872.0,3203828041.0
2012-01-31,COASTALPR-M,Saint Johns,450,450,627641.0,96600759.0
2012-01-31,COASTALPR-M,Saint Lucie,1168,1168,1506613.0,118376565.0
2012-01-31,COASTALPR-M,Volusia,6235,6235,8121332.0,1162838492.0
2012-01-31,COASTALPR-M,Wakulla,81,81,120156.0,12424193.0
2012-01-31,COASTALPR-M,Walton,2295,2295,4019540.0,563170388.0
2012-01-31,COASTALCR-W,Bay,150,406,2016972.0,532119593.0
2012-01-31,COASTALCR-W,Brevard,372,840,3986996.0,1520866946.0
2012-01-31,COASTALCR-W,Broward,3154,6375,31361291.0,6621580923.0
2012-01-31,COASTALCR-W,Charlotte,70,311,1527521.0,311847457.0
2012-01-31,COASTALCR-W,Collier,455,1343,15246731.0,3882620257.0
2012-01-31,COASTALCR-W,Dade,2865,5489,59847643.0,11214195112.0
2012-01-31,COASTALCR-W,Duval,84,126,452853.0,176455123.0
2012-01-31,COASTALCR-W,Escambia,102,360,2739890.0,772445128.0
2012-01-31,COASTALCR-W,Flagler,26,51,329941.0,72002940.0
2012-01-31,COASTALCR-W,Franklin,9,17,81138.0,15126000.0
2012-01-31,COASTALCR-W,Gulf,17,19,101184.0,12287600.0
2012-01-31,COASTALCR-W,Hernando,0,0,0.0,0.0
2012-01-31,COASTALCR-W,Indian River,182,716,3080849.0,958876315.0
2012-01-31,COASTALCR-W,Lee,438,1487,8526973.0,3380241448.0
2012-01-31,COASTALCR-W,Levy,19,29,181397.0,21377040.0
2012-01-31,COASTALCR-W,Manatee,190,585,3191246.0,670049459.0
2012-01-31,COASTALCR-W,Monroe,384,1135,9701505.0,1496128177.0
2012-01-31,COASTALCR-W,Nassau,42,81,557875.0,234858546.0
2012-01-31,COASTALCR-W,Okaloosa,106,269,1789823.0,582924293.0
2012-01-31,COASTALCR-W,Palm Beach,1788,6948,37444138.0,8893605929.0
2012-01-31,COASTALCR-W,Pasco,30,259,764979.0,207172298.0
2012-01-31,COASTALCR-W,Pinellas,790,1580,14721781.0,3637992385.0
2012-01-31,COASTALCR-W,Santa Rosa,26,88,749468.0,182138091.0
2012-01-31,COASTALCR-W,Sarasota,745,5377,17912846.0,5446525218.0
2012-01-31,COASTALCR-W,St Johns,86,300,1258635.0,477322006.0
2012-01-31,COASTALCR-W,St Lucie,69,303,1654607.0,465579225.0
2012-01-31,COASTALCR-W,Volusia,492,1170,5290992.0,2156874108.0
2012-01-31,COASTALCR-W,Wakulla,4,4,32206.0,3311688.0
2012-01-31,COASTALCR-W,Walton,241,832,3311051.0,866015821.0
2012-01-31,COASTALCR-M,Bay,0,0,0.0,0.0
2012-01-31,COASTALCR-M,Brevard,9,73,199774.0,26203900.0
2012-01-31,COASTALCR-M,Broward,237,468,27895839.0,4737745616.0
2012-01-31,COASTALCR-M,Charlotte,4,27,329839.0,60565500.0
2012-01-31,COASTALCR-M,Collier,8,20,88109.0,11928400.0
2012-01-31,COASTALCR-M,Dade,357,755,38570776.0,6773660437.0
2012-01-31,COASTALCR-M,Duval,1,1,8820.0,765000.0
2012-01-31,COASTALCR-M,Escambia,13,83,287766.0,45810800.0
2012-01-31,COASTALCR-M,Flagler,0,0,0.0,0.0
2012-01-31,COASTALCR-M,Franklin,0,0,0.0,0.0
2012-01-31,COASTALCR-M,Gulf,0,0,0.0,0.0
2012-01-31,COASTALCR-M,Hernando,0,0,0.0,0.0
2012-01-31,COASTALCR-M,Indian River,6,6,175402.0,34397500.0
2012-01-31,COASTALCR-M,Lee,4,8,49304.0,7302500.0
2012-01-31,COASTALCR-M,Levy,1,1,10850.0,1005300.0
2012-01-31,COASTALCR-M,Manatee,2,2,18160.0,5808400.0
2012-01-31,COASTALCR-M,Monroe,12,84,749312.0,86221400.0
2012-01-31,COASTALCR-M,Nassau,1,8,57439.0,5830800.0
2012-01-31,COASTALCR-M,Okaloosa,0,0,0.0,0.0
2012-01-31,COASTALCR-M,Palm Beach,154,627,13066997.0,2315451900.0
2012-01-31,COASTALCR-M,Pasco,2,21,133406.0,12887100.0
2012-01-31,COASTALCR-M,Pinellas,22,46,508576.0,62389600.0
2012-01-31,COASTALCR-M,Santa Rosa,0,0,0.0,0.0
2012-01-31,COASTALCR-M,Sarasota,7,33,200208.0,24081700.0
2012-01-31,COASTALCR-M,St. Johns,1,1,11911.0,3441000.0
2012-01-31,COASTALCR-M,St. Lucie,15,58,1707683.0,343084500.0
2012-01-31,COASTALCR-M,Volusia,1,9,10327.0,1752300.0
2012-01-31,COASTALCR-M,Wakulla,0,0,0.0,0.0
2012-01-31,COASTALCR-M,Walton,1,3,37733.0,3995600.0
2012-01-31,COASTALCNR-W,Bay,337,644,1128645.0,234304361.0
2012-01-31,COASTALCNR-W,Brevard,399,533,903641.0,205323934.0
2012-01-31,COASTALCNR-W,Broward,5272,6702,15965219.0,2736491593.0
2012-01-31,COASTALCNR-W,Charlotte,23,27,54330.0,9924996.0
2012-01-31,COASTALCNR-W,Collier,429,581,1516343.0,287852078.0
2012-01-31,COASTALCNR-W,Dade,5159,6538,18187051.0,2873376019.0
2012-01-31,COASTALCNR-W,Duval,128,135,143409.0,44587104.0
2012-01-31,COASTALCNR-W,Escambia,1328,1734,2585059.0,719427391.0
2012-01-31,COASTALCNR-W,Flagler,107,137,150057.0,43261202.0
2012-01-31,COASTALCNR-W,Franklin,75,101,179005.0,36106938.0
2012-01-31,COASTALCNR-W,Gulf,40,57,90306.0,17166615.0
2012-01-31,COASTALCNR-W,Hernando,13,20,36287.0,6747779.0
2012-01-31,COASTALCNR-W,Indian River,236,286,869174.0,134574664.0
2012-01-31,COASTALCNR-W,Lee,698,1175,2315460.0,446401549.0
2012-01-31,COASTALCNR-W,Levy,37,52,50551.0,10404243.0
2012-01-31,COASTALCNR-W,Manatee,136,236,393221.0,79560759.0
2012-01-31,COASTALCNR-W,Monroe,1549,2814,11076952.0,1248719980.0
2012-01-31,COASTALCNR-W,Nassau,14,21,80470.0,17720844.0
2012-01-31,COASTALCNR-W,Okaloosa,68,106,293765.0,52941647.0
2012-01-31,COASTALCNR-W,Palm Beach,5074,6417,15138093.0,2558962676.0
2012-01-31,COASTALCNR-W,Pasco,126,161,292952.0,76435468.0
2012-01-31,COASTALCNR-W,Pinellas,616,882,1683115.0,358400366.0
2012-01-31,COASTALCNR-W,Santa Rosa,130,174,229344.0,59523496.0
2012-01-31,COASTALCNR-W,Sarasota,2435,3306,5038950.0,1295755893.0
2012-01-31,COASTALCNR-W,St Johns,79,114,188823.0,42935100.0
2012-01-31,COASTALCNR-W,St Lucie,30,44,106735.0,16680912.0
2012-01-31,COASTALCNR-W,Volusia,1634,2133,2582218.0,844366662.0
2012-01-31,COASTALCNR-W,Wakulla,8,10,18943.0,4058514.0
2012-01-31,COASTALCNR-W,Walton,499,800,1415898.0,294481573.0
2012-01-31,COASTALCNR-M,Bay,8,11,63803.0,11335500.0
2012-01-31,COASTALCNR-M,Brevard,14,22,76951.0,12736100.0
2012-01-31,COASTALCNR-M,Broward,31,42,365350.0,63979800.0
2012-01-31,COASTALCNR-M,Charlotte,0,0,0.0,0.0
2012-01-31,COASTALCNR-M,Collier,1,2,10558.0,1507400.0
2012-01-31,COASTALCNR-M,Dade,33,40,495545.0,63896900.0
2012-01-31,COASTALCNR-M,Duval,0,0,0.0,0.0
2012-01-31,COASTALCNR-M,Escambia,37,56,200587.0,41004100.0
2012-01-31,COASTALCNR-M,Flagler,1,1,1552.0,420000.0
2012-01-31,COASTALCNR-M,Franklin,3,4,20013.0,2448200.0
2012-01-31,COASTALCNR-M,Gulf,0,1,0.0,45000.0
2012-01-31,COASTALCNR-M,Hernando,0,0,0.0,0.0
2012-01-31,COASTALCNR-M,Indian River,1,1,49644.0,3000000.0
2012-01-31,COASTALCNR-M,Lee,2,5,34892.0,4637600.0
2012-01-31,COASTALCNR-M,Levy,0,0,0.0,0.0
2012-01-31,COASTALCNR-M,Manatee,2,3,11372.0,1247600.0
2012-01-31,COASTALCNR-M,Monroe,1,1,27970.0,2500000.0
2012-01-31,COASTALCNR-M,Nassau,1,1,2574.0,286500.0
2012-01-31,COASTALCNR-M,Okaloosa,0,0,0.0,0.0
2012-01-31,COASTALCNR-M,Palm Beach,55,86,755152.0,119124200.0
2012-01-31,COASTALCNR-M,Pasco,2,2,4948.0,1467300.0
2012-01-31,COASTALCNR-M,Pinellas,11,17,107442.0,16236700.0
2012-01-31,COASTALCNR-M,Santa Rosa,7,15,53607.0,12510400.0
2012-01-31,COASTALCNR-M,Sarasota,13,14,96813.0,24863900.0
2012-01-31,COASTALCNR-M,St. Johns,1,1,1977.0,80800.0
2012-01-31,COASTALCNR-M,St. Lucie,1,1,1688.0,300000.0
2012-01-31,COASTALCNR-M,Volusia,6,13,73408.0,15439000.0
2012-01-31,COASTALCNR-M,Wakulla,0,0,0.0,0.0
2012-01-31,COASTALCNR-M,Walton,10,12,86704.0,11148600.0
2012-01-31,CLACR-M,Alachua,13,40,90536.0,14868500.0
2012-01-31,CLACR-M,Baker,0,0,0.0,0.0
2012-01-31,CLACR-M,Bay,29,132,527432.0,75687600.0
2012-01-31,CLACR-M,Bradford,0,0,0.0,0.0
2012-01-31,CLACR-M,Brevard,243,1066,4075608.0,657236300.0
2012-01-31,CLACR-M,Broward,1029,5345,38321817.0,8506854055.0
2012-01-31,CLACR-M,Calhoun,0,0,0.0,0.0
2012-01-31,CLACR-M,Charlotte,77,424,1844228.0,333137300.0
2012-01-31,CLACR-M,Citrus,16,64,229967.0,26859800.0
2012-01-31,CLACR-M,Clay,2,3,22853.0,7260800.0
2012-01-31,CLACR-M,Collier,262,1504,5842341.0,913516665.0
2012-01-31,CLACR-M,Columbia,0,0,0.0,0.0
2012-01-31,CLACR-M,Dade,2061,7218,41346215.0,7836003001.0
2012-01-31,CLACR-M,Desoto,0,0,0.0,0.0
2012-01-31,CLACR-M,Dixie,3,10,56506.0,9799800.0
2012-01-31,CLACR-M,Duval,26,179,522796.0,96359700.0
2012-01-31,CLACR-M,Escambia,27,214,577917.0,84565000.0
2012-01-31,CLACR-M,Flagler,0,0,0.0,0.0
2012-01-31,CLACR-M,Franklin,0,0,0.0,0.0
2012-01-31,CLACR-M,Gadsden,0,0,0.0,0.0
2012-01-31,CLACR-M,Gilchrist,0,0,0.0,0.0
2012-01-31,CLACR-M,Glades,0,0,0.0,0.0
2012-01-31,CLACR-M,Gulf,0,0,0.0,0.0
2012-01-31,CLACR-M,Hamilton,0,0,0.0,0.0
2012-01-31,CLACR-M,Hardee,0,0,0.0,0.0
2012-01-31,CLACR-M,Hendry,1,3,15632.0,2268500.0
2012-01-31,CLACR-M,Hernando,4,10,54317.0,7940400.0
2012-01-31,CLACR-M,Highlands,7,31,82262.0,13195200.0
2012-01-31,CLACR-M,Hillsborough,216,1571,6723454.0,1188250300.0
2012-01-31,CLACR-M,Holmes,1,11,7914.0,1206500.0
2012-01-31,CLACR-M,Indian River,55,416,2034598.0,309873900.0
2012-01-31,CLACR-M,Jackson,0,0,0.0,0.0
2012-01-31,CLACR-M,Jefferson,0,0,0.0,0.0
2012-01-31,CLACR-M,Lafayette,0,0,0.0,0.0
2012-01-31,CLACR-M,Lake,3,34,27312.0,12229000.0
2012-01-31,CLACR-M,Lee,396,1957,7136153.0,1252277161.0
2012-01-31,CLACR-M,Leon,20,61,141978.0,36332300.0
2012-01-31,CLACR-M,Levy,0,0,0.0,0.0
2012-01-31,CLACR-M,Liberty,0,0,0.0,0.0
2012-01-31,CLACR-M,Madison,0,0,0.0,0.0
2012-01-31,CLACR-M,Manatee,187,1730,6415933.0,1076218439.0
2012-01-31,CLACR-M,Marion,8,31,68056.0,15304000.0
2012-01-31,CLACR-M,Martin,188,1647,8258428.0,1365536500.0
2012-01-31,CLACR-M,Monroe,0,0,0.0,0.0
2012-01-31,CLACR-M,Nassau,4,14,36667.0,5380100.0
2012-01-31,CLACR-M,Okaloosa,75,404,1858451.0,269606800.0
2012-01-31,CLACR-M,Okeechobee,1,21,38567.0,6405300.0
2012-01-31,CLACR-M,Orange,45,423,1297671.0,244081100.0
2012-01-31,CLACR-M,Osceola,2,6,23315.0,11313700.0
2012-01-31,CLACR-M,Palm Beach,674,9977,33759859.0,6992517358.0
2012-01-31,CLACR-M,Pasco,39,556,1121952.0,184056100.0
2012-01-31,CLACR-M,Pinellas,973,4779,28646642.0,6142390460.0
2012-01-31,CLACR-M,Polk,18,70,166093.0,56228800.0
2012-01-31,CLACR-M,Putnam,0,0,0.0,0.0
2012-01-31,CLACR-M,Santa Rosa,18,82,226238.0,29432400.0
2012-01-31,CLACR-M,Sarasota,96,1302,3566979.0,565061100.0
2012-01-31,CLACR-M,Seminole,8,97,268366.0,46420800.0
2012-01-31,CLACR-M,St. Johns,14,20,44578.0,4004800.0
2012-01-31,CLACR-M,St. Lucie,48,387,1683021.0,384928100.0
2012-01-31,CLACR-M,Sumter,0,0,0.0,0.0
2012-01-31,CLACR-M,Suwannee,0,0,0.0,0.0
2012-01-31,CLACR-M,Taylor,1,2,2622.0,479600.0
2012-01-31,CLACR-M,Union,0,0,0.0,0.0
2012-01-31,CLACR-M,Volusia,36,131,439672.0,56409000.0
2012-01-31,CLACR-M,Wakulla,0,0,0.0,0.0
2012-01-31,CLACR-M,Walton,3,13,28429.0,3060100.0
2012-01-31,CLACR-M,Washington,1,9,11186.0,1769000.0
2012-01-31,CLACNR-M,Alachua,0,0,0.0,0.0
2012-01-31,CLACNR-M,Baker,1,1,1098.0,281200.0
2012-01-31,CLACNR-M,Bay,61,93,314278.0,63987500.0
2012-01-31,CLACNR-M,Bradford,0,0,0.0,0.0
2012-01-31,CLACNR-M,Brevard,187,250,885964.0,164632800.0
2012-01-31,CLACNR-M,Broward,95,142,988492.0,178170700.0
2012-01-31,CLACNR-M,Calhoun,0,0,0.0,0.0
2012-01-31,CLACNR-M,Charlotte,17,39,101090.0,25627900.0
2012-01-31,CLACNR-M,Citrus,1,2,1213.0,945800.0
2012-01-31,CLACNR-M,Clay,1,3,3377.0,725900.0
2012-01-31,CLACNR-M,Collier,40,66,362399.0,59565800.0
2012-01-31,CLACNR-M,Columbia,0,0,0.0,0.0
2012-01-31,CLACNR-M,Dade,195,251,1776464.0,333576700.0
2012-01-31,CLACNR-M,Desoto,0,0,0.0,0.0
2012-01-31,CLACNR-M,Dixie,0,0,0.0,0.0
2012-01-31,CLACNR-M,Duval,7,8,22744.0,4748700.0
2012-01-31,CLACNR-M,Escambia,66,107,376614.0,79193000.0
2012-01-31,CLACNR-M,Flagler,1,10,9800.0,4342100.0
2012-01-31,CLACNR-M,Franklin,4,4,10976.0,1456000.0
2012-01-31,CLACNR-M,Gadsden,1,1,6159.0,1610000.0
2012-01-31,CLACNR-M,Gilchrist,0,0,0.0,0.0
2012-01-31,CLACNR-M,Glades,0,0,0.0,0.0
2012-01-31,CLACNR-M,Gulf,0,0,0.0,0.0
2012-01-31,CLACNR-M,Hamilton,0,0,0.0,0.0
2012-01-31,CLACNR-M,Hardee,0,0,0.0,0.0
2012-01-31,CLACNR-M,Hendry,0,0,0.0,0.0
2012-01-31,CLACNR-M,Hernando,4,6,7395.0,3804600.0
2012-01-31,CLACNR-M,Highlands,0,0,0.0,0.0
2012-01-31,CLACNR-M,Hillsborough,49,60,234780.0,44299100.0
2012-01-31,CLACNR-M,Holmes,2,2,18583.0,2718600.0
2012-01-31,CLACNR-M,Indian River,17,19,79341.0,10383500.0
2012-01-31,CLACNR-M,Jackson,0,1,0.0,20000.0
2012-01-31,CLACNR-M,Jefferson,0,0,0.0,0.0
2012-01-31,CLACNR-M,Lafayette,0,0,0.0,0.0
2012-01-31,CLACNR-M,Lake,0,0,0.0,0.0
2012-01-31,CLACNR-M,Lee,24,61,193953.0,39841800.0
2012-01-31,CLACNR-M,Leon,3,5,19403.0,3508800.0
2012-01-31,CLACNR-M,Levy,1,2,3511.0,362000.0
2012-01-31,CLACNR-M,Liberty,0,0,0.0,0.0
2012-01-31,CLACNR-M,Madison,0,0,0.0,0.0
2012-01-31,CLACNR-M,Manatee,41,66,219695.0,41926300.0
2012-01-31,CLACNR-M,Marion,1,1,2050.0,503200.0
2012-01-31,CLACNR-M,Martin,26,38,183470.0,22568600.0
2012-01-31,CLACNR-M,Monroe,1,1,41379.0,2700000.0
2012-01-31,CLACNR-M,Nassau,3,4,13264.0,1703800.0
2012-01-31,CLACNR-M,Okaloosa,100,168,530340.0,99595600.0
2012-01-31,CLACNR-M,Okeechobee,0,0,0.0,0.0
2012-01-31,CLACNR-M,Orange,4,7,10831.0,3214400.0
2012-01-31,CLACNR-M,Osceola,1,5,20759.0,10837900.0
2012-01-31,CLACNR-M,Palm Beach,72,101,756698.0,106739800.0
2012-01-31,CLACNR-M,Pasco,23,29,91256.0,14990200.0
2012-01-31,CLACNR-M,Pinellas,251,332,1061858.0,248266800.0
2012-01-31,CLACNR-M,Polk,5,14,31437.0,8030300.0
2012-01-31,CLACNR-M,Putnam,0,0,0.0,0.0
2012-01-31,CLACNR-M,Santa Rosa,60,88,255508.0,48960300.0
2012-01-31,CLACNR-M,Sarasota,17,27,137832.0,19587400.0
2012-01-31,CLACNR-M,Seminole,1,2,6304.0,3535200.0
2012-01-31,CLACNR-M,St. Johns,5,9,19944.0,2742200.0
2012-01-31,CLACNR-M,St. Lucie,13,19,59242.0,13611900.0
2012-01-31,CLACNR-M,Sumter,3,7,16255.0,5526900.0
2012-01-31,CLACNR-M,Suwannee,0,0,0.0,0.0
2012-01-31,CLACNR-M,Taylor,0,0,0.0,0.0
2012-01-31,CLACNR-M,Union,0,0,0.0,0.0
2012-01-31,CLACNR-M,Volusia,27,30,87750.0,15503900.0
2012-01-31,CLACNR-M,Wakulla,0,1,0.0,3250000.0
2012-01-31,CLACNR-M,Walton,6,7,25083.0,4046900.0
2012-01-31,CLACNR-M,Washington,1,1,3675.0,356200.0
2012-02-29,PLAPR-M,Alachua,2877,2877,2445786.0,456983432.0
2012-02-29,PLAPR-M,Baker,478,478,350224.0,47543729.0
2012-02-29,PLAPR-M,Bay,5060,5060,5645543.0,656097641.0
2012-02-29,PLAPR-M,Bradford,396,396,300762.0,39840857.0
2012-02-29,PLAPR-M,Brevard,26174,26174,41100459.0,5179096799.0
2012-02-29,PLAPR-M,Broward,131987,131987,258988694.0,34783474007.0
2012-02-29,PLAPR-M,Calhoun,230,230,166162.0,23018946.0
