county_name,is_coastal,wind_mean_present,rain_mean_present,surge_mean_present,wind_mean_future,rain_mean_future,surge_mean_future,wind_ratio,rain_ratio,surge_ratio,wind_pct_change,rain_pct_change,surge_pct_change,beta_wind,beta_rain,beta_surge,damage_scaling_wind,damage_scaling_rain,damage_scaling_surge,damage_scaling_total,damage_pct_increase
Alachua,0,16.761839447096527,31.108093529787503,0.0,18.8995281384684,46.00150629414144,0.0,1.127533053313496,1.4787632604784833,1.0,12.753305331349596,47.87632604784833,0.0,4.38,0.45,0.0,1.69171131841851,1.1924890324510844,1.0,2.017347193287437,101.73471932874372
Baker,0,16.815639045803447,29.163143118296787,0.0,18.85784507805486,40.588530706553804,0.0,1.1214468213335163,1.391774890317426,1.0,12.144682133351626,39.17748903174261,0.0,4.38,0.45,0.0,1.6520783396389997,1.16039553384227,1.0,1.9170643268746481,91.70643268746481
Bay,1,10.618238119419157,14.438582334181001,0.1742967019667831,13.722979554904214,27.5792044833167,0.19128940985004128,1.2923970161688065,1.910104671974806,1.0974924378893796,29.23970161688065,91.01046719748061,9.749243788937957,5.21,0.52,0.62,3.8051596438683872,1.4000699255169926,1.059373128413018,5.6437993020742185,464.37993020742186
Bradford,0,16.85962340203866,30.501201561949323,0.0,18.853099214829566,43.39480507735086,0.0,1.1182396336510234,1.4227244315765597,1.0,11.82396336510234,42.27244315765597,0.0,4.38,0.45,0.0,1.6314838463992787,1.1719372411859346,1.0,1.9119966779885877,91.19966779885877
Brevard,1,12.043902457691136,18.61583934640079,0.12807772185938654,14.177676992459249,30.693242189613663,0.13004835854757527,1.1771663599151074,1.6487702203327035,1.0153861364290644,17.716635991510742,64.87702203327035,1.538613642906439,5.21,0.52,0.62,2.3391881782414483,1.2969501091983848,1.00951171300228,3.0626670966839735,206.26670966839734
Broward,1,11.932521264529095,18.719911961553816,0.088148752874455,13.962381488392568,32.71179378252572,0.09078918544722771,1.170111580675402,1.7474330596358993,1.0299539418622452,17.01115806754021,74.74330596358993,2.9953941862245204,5.21,0.52,0.62,2.267065752739713,1.3367441275765748,1.018467180149747,3.0864513780691527,208.64513780691527
Calhoun,0,15.87042264943291,28.601450228014144,0.0,18.167264597400383,45.29124965464853,0.0,1.1447246777214763,1.583529810902997,1.0,14.472467772147635,58.35298109029969,0.0,4.38,0.45,0.0,1.8076343212297863,1.2297924136481022,1.0,2.223014974898328,122.30149748983278
Charlotte,1,11.292266335872515,21.694152716778543,0.2198011648264321,13.766580246024853,37.68093344911899,0.24494509972452183,1.2191157751191477,1.7369165417121597,1.1143934816017156,21.91157751191477,73.69165417121597,11.439348160171559,5.21,0.52,0.62,2.80733470561924,1.3325547283410561,1.0694584324198764,4.000766070673019,300.0766070673019
Citrus,1,10.839661213997575,19.543802474880504,0.4507097088236718,13.769486266036663,35.659338765395255,0.5203355059266377,1.270287486288615,1.824585465732293,1.154480015095903,27.02874862886151,82.45854657322931,15.448001509590291,5.21,0.52,0.62,3.477999565036138,1.367116074473011,1.093149549159501,5.197739300518878,419.77393005188776
Clay,0,16.94171514704615,30.969457408970797,0.0,18.86728763525786,43.85806698200664,0.0,1.113658644230528,1.4161716166564426,1.0,11.365864423052807,41.61716166564426,0.0,4.38,0.45,0.0,1.602411912057452,1.169505177056988,1.0,1.874029026928977,87.4029026928977
