total_damage_mean,total_damage_median,total_damage_rp10,total_damage_rp25,total_damage_rp50,total_damage_rp100,total_damage_rp250,total_damage_rp500,defaults_mean,defaults_median,defaults_rp10,defaults_rp25,defaults_rp50,defaults_rp100,defaults_rp250,defaults_rp500,prob_any_defaults,prob_10plus_defaults,prob_20plus_defaults,figa_deficit_mean,figa_deficit_median,figa_deficit_rp10,figa_deficit_rp25,figa_deficit_rp50,figa_deficit_rp100,figa_deficit_rp250,figa_deficit_rp500,prob_figa_exhaustion,citizens_deficit_mean,citizens_deficit_median,citizens_deficit_rp10,citizens_deficit_rp25,citizens_deficit_rp50,citizens_deficit_rp100,citizens_deficit_rp250,citizens_deficit_rp500,prob_citizens_exhaustion,nfip_borrowed_mean,nfip_borrowed_median,nfip_borrowed_rp10,nfip_borrowed_rp25,nfip_borrowed_rp50,nfip_borrowed_rp100,nfip_borrowed_rp250,nfip_borrowed_rp500,prob_nfip_borrowing
19.343788695230298,0.07497638296566429,39.516147299276604,146.90752834756782,246.42175832988482,357.1695270785346,563.913388140884,628.0145471543367,2.0089,0.0,11.0,18.0,22.0,23.0,25.004000000000815,27.0,0.1499,0.1088,0.0301,1.055481271778916,0.0,0.6730943776000162,7.5598301248768,15.480599045413037,26.560978295832374,45.42401837061018,61.077611042390146,0.1275,1.3475003445171347,0.0,2.070082714637295,8.867664488843394,18.529418567556984,30.629856569969085,49.14065107281382,71.87995654221025,0.1641,0.3459975596177995,0.0,0.0,0.23023516657047038,3.9945145805770936,10.295073531599666,22.669916344356178,34.112119178831136,0.0421
